0	0	(13331.15136727798,0.0)
0	1	(0.07763095063998406,-0.031505673924141116)
0	2	(2.6997561440431803,-1.6110375294732604)
0	3	(0.3556124265875047,-7.780927716830493)
0	4	(-29.27695398558269,-8.06553282690943)
0	5	(2.0636285156874647,-21.1909753427142)
1	0	(0.07763095063998406,0.031505673924141116)
1	1	(19.235951292436955,-1.4112813356788952e-18)
1	2	(6.769306551814861,-9.46292912370112)
1	3	(119.28348164115579,-82.66774862352838)
1	4	(-107.42478426122615,-536.9378434437808)
1	5	(-2160.973772598122,209.09956211291848)
2	0	(2.6997561440431803,1.6110375294732604)
2	1	(6.769306551814861,9.46292912370112)
2	2	(646.4406481746685,-1.1224296897461366e-16)
2	3	(518.479594262235,-732.4309013464056)
2	4	(6040.505906595876,-5197.761311246703)
2	5	(-14119.779411244404,-37806.49165693359)
3	0	(0.3556124265875047,7.780927716830493)
3	1	(119.28348164115573,82.66774862352837)
3	2	(518.4795942622351,732.4309013464056)
3	3	(29571.65324595197,-1.5544803154649954e-14)
3	4	(39351.356326918365,-54161.6313161639)
3	5	(343286.5362365021,-373064.38922819454)
4	0	(-29.27695398558269,8.06553282690943)
4	1	(-107.42478426122611,536.9378434437808)
4	2	(6040.505906595875,5197.761311246703)
4	3	(39351.35632691838,54161.631316163875)
4	4	(1666253.233340326,1.3427956460663184e-12)
4	5	(3095048.348618858,-4197163.6252750475)
5	0	(2.0636285156874647,21.1909753427142)
5	1	(-2160.9737725981227,-209.09956211291873)
5	2	(-14119.779411244404,37806.491656933555)
5	3	(343286.5362365016,373064.38922819454)
5	4	(3095048.3486188576,4197163.6252750475)
5	5	(109514684.53652331,2.8098465127821775e-11)
