2.3875 2.17932 2.02359 1.88052 1.75067 1.64224 1.5438 1.44398 1.33172 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26669 1.2667 1.26675 1.26678 1.26668 1.26646 1.26642 1.26669 1.2671 1.26752 1.26775 1.26831 1.26894 1.2684 1.26745 1.26634 1.26501 1.26552 1.26769 1.26771 1.26554 1.26206 1.2582 1.25314 1.24918 1.25219 1.26405 1.27873 1.28494 1.27966 1.26605 1.25512 1.25287 1.25675 1.26069 1.26398 1.26778 1.27062 1.27203 1.27097 1.26948 1.26904 1.26847 1.2678 1.26787 1.26801 1.26768 1.26724 1.26677 1.26626 1.26617 1.2665 1.26673 1.26678 1.26676 1.2667 1.26668 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.26671 1.33172 1.44398 1.5438 1.64224 1.75068 1.88054 2.0236 2.19651 
2.17933 2.00947 1.88052 1.7606 1.65057 1.55783 1.47297 1.38631 1.28817 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19971 1.19972 1.19971 1.19972 1.19978 1.19973 1.19959 1.19948 1.1998 1.20048 1.20059 1.19978 1.1985 1.19719 1.19655 1.19473 1.19275 1.19449 1.19766 1.20144 1.20582 1.20443 1.19785 1.19785 1.20453 1.21477 1.22549 1.23899 1.24889 1.24107 1.22528 1.20371 1.19514 1.20323 1.22344 1.23739 1.24516 1.23709 1.22799 1.22008 1.20989 1.20178 1.19738 1.20018 1.20384 1.20383 1.20381 1.20372 1.20115 1.19862 1.19805 1.19843 1.19957 1.20107 1.20138 1.20035 1.19964 1.1995 1.19955 1.19975 1.19979 1.19972 1.19971 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.28817 1.38631 1.47297 1.55783 1.65058 1.76061 1.88053 2.0236 
2.0236 1.88053 1.77069 1.66761 1.57224 1.49129 1.41678 1.34027 1.25322 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.15199 1.15199 1.152 1.15201 1.152 1.15202 1.152 1.1518 1.15195 1.1524 1.15276 1.15175 1.1496 1.14923 1.15179 1.15578 1.15982 1.16171 1.16742 1.17517 1.17587 1.176 1.1765 1.17554 1.18952 1.21319 1.21645 1.20895 1.20825 1.20585 1.18612 1.18258 1.20022 1.25106 1.31804 1.34018 1.31772 1.24804 1.1868 1.16825 1.1684 1.18105 1.1837 1.19327 1.19645 1.20803 1.19912 1.18591 1.1811 1.17505 1.16893 1.17069 1.17269 1.16919 1.16329 1.15591 1.14885 1.14696 1.15003 1.15227 1.15269 1.15252 1.15189 1.15176 1.152 1.15204 1.15199 1.15199 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.25322 1.34027 1.41678 1.49129 1.57224 1.66761 1.77069 1.89248 
1.88053 1.76061 1.66761 1.5796 1.49755 1.42745 1.36259 1.29567 1.21921 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11084 1.11085 1.11085 1.11086 1.11084 1.11079 1.11083 1.11078 1.11085 1.11145 1.111 1.10959 1.10844 1.1116 1.11815 1.11926 1.11417 1.11271 1.11478 1.12283 1.12253 1.13621 1.15785 1.17299 1.1862 1.20011 1.18393 1.17351 1.20329 1.26055 1.31925 1.37489 1.42752 1.49947 1.58113 1.62527 1.63206 1.62287 1.61911 1.60309 1.55502 1.47138 1.39458 1.35013 1.29913 1.24098 1.18149 1.15743 1.1536 1.15514 1.14491 1.1273 1.12851 1.11014 1.1093 1.11756 1.12284 1.12561 1.13004 1.13043 1.11848 1.11024 1.10869 1.1092 1.11118 1.11159 1.11083 1.11072 1.11088 1.11086 1.11083 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.21921 1.29567 1.36259 1.42745 1.49755 1.5796 1.66761 1.77068 
1.75068 1.65058 1.57224 1.49755 1.42745 1.36721 1.31122 1.25322 1.15092 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07666 1.07666 1.07663 1.07661 1.07668 1.07682 1.07669 1.07686 1.07666 1.0748 1.0762 1.08042 1.0839 1.07436 1.07592 1.08164 1.10751 1.15152 1.19109 1.22152 1.24961 1.29818 1.32427 1.33512 1.33078 1.32432 1.33884 1.416 1.50965 1.59943 1.67015 1.74024 1.82354 1.87757 1.9155 1.94613 1.96175 1.97537 1.97852 1.97269 1.94749 1.90536 1.84819 1.75595 1.66602 1.5865 1.50721 1.42793 1.34034 1.28619 1.24652 1.20735 1.18718 1.19183 1.20111 1.18607 1.16135 1.12371 1.09211 1.08116 1.08245 1.08767 1.08404 1.08165 1.07562 1.07437 1.07673 1.07703 1.07656 1.0766 1.0767 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.15092 1.25322 1.31122 1.36722 1.42745 1.49755 1.57224 1.65903 
1.64224 1.55783 1.49129 1.42745 1.36722 1.31522 1.26671 1.21633 1.08939 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05124 1.05124 1.0512 1.05123 1.0513 1.05138 1.05115 1.05072 1.05113 1.05061 1.05121 1.0568 1.05261 1.05144 1.05518 1.08598 1.16286 1.24801 1.3212 1.3832 1.44781 1.51292 1.56838 1.59581 1.61129 1.6266 1.65719 1.70367 1.76767 1.82006 1.85562 1.90898 1.96869 1.99643 2.0347 2.08695 2.12056 2.1233 2.12957 2.12281 2.10955 2.09194 2.08821 2.06806 2.02344 1.98505 1.96032 1.92225 1.85558 1.77505 1.66839 1.5677 1.48717 1.45931 1.42939 1.32893 1.25098 1.19583 1.16763 1.17123 1.19624 1.18788 1.12734 1.08238 1.06378 1.05536 1.05458 1.05806 1.051 1.0501 1.05152 1.05138 1.05109 1.05125 1.05124 1.05123 1.05124 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.08939 1.21632 1.26671 1.31522 1.36722 1.42745 1.49129 1.56499 
1.5438 1.47297 1.41678 1.36259 1.31121 1.26671 1.22507 1.12555 1.05199 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03142 1.03142 1.0314 1.03141 1.03152 1.03143 1.03123 1.031 1.03166 1.03292 1.03171 1.03323 1.03154 1.02739 1.04398 1.1067 1.20054 1.30213 1.38521 1.45881 1.53238 1.59857 1.65247 1.70431 1.74688 1.7806 1.82207 1.86667 1.89452 1.92323 1.96035 1.99544 2.03222 2.04692 2.06172 2.11928 2.14514 2.17469 2.19192 2.19239 2.19465 2.2062 2.21723 2.23882 2.24451 2.2104 2.16562 2.12965 2.08352 2.09491 2.09439 2.0694 2.04327 2.0144 1.98503 1.95258 1.90777 1.84454 1.77987 1.69879 1.5812 1.40334 1.21403 1.0987 1.11393 1.14321 1.11634 1.09272 1.04536 1.03037 1.03219 1.03471 1.03058 1.03098 1.03183 1.03136 1.03139 1.03143 1.03141 1.03142 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.03141 1.05199 1.12555 1.22507 1.26671 1.31121 1.36259 1.41678 1.479 
1.44398 1.38631 1.34027 1.29567 1.25322 1.21633 1.12555 1.05985 1.0261 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01543 1.0154 1.01512 1.01533 1.01585 1.01647 1.01475 1.01159 1.01466 1.01744 1.02464 1.09008 1.18381 1.27348 1.36809 1.45103 1.53583 1.61951 1.6938 1.76057 1.80933 1.86791 1.91371 1.96655 1.98071 1.98632 1.98313 1.99743 2.0126 2.03067 2.05468 2.05344 2.05483 2.09857 2.16272 2.18757 2.20305 2.23354 2.24241 2.24897 2.26359 2.28337 2.27078 2.26887 2.25894 2.21116 2.21555 2.21589 2.21883 2.20401 2.21189 2.22149 2.24577 2.29014 2.28753 2.30721 2.2988 2.2553 2.18138 2.06575 1.92065 1.72763 1.46557 1.26443 1.12981 1.0769 1.07981 1.07886 1.0263 1.01665 1.01761 1.01653 1.01432 1.01553 1.01543 1.01535 1.01539 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.01538 1.0261 1.05985 1.12555 1.21633 1.25322 1.29567 1.34027 1.39123 
1.33172 1.28817 1.25322 1.21921 1.15092 1.08939 1.05199 1.0261 1.00891 1.00359 1.00359 1.00359 1.00359 1.00359 1.00359 1.00359 1.00359 1.00359 1.00359 1.0036 1.00359 1.0036 1.0036 1.00351 1.00357 1.00408 1.00368 1.00279 1.0023 1.00478 1.01256 1.01181 1.03901 1.11661 1.19854 1.29412 1.40832 1.51094 1.61159 1.69765 1.77194 1.83712 1.87995 1.94727 1.98614 2.01495 2.03434 2.03825 2.01295 2.003 2.0079 2.00557 2.01265 2.02582 2.03794 2.06483 2.09194 2.14515 2.17561 2.19241 2.20496 2.21338 2.2149 2.22761 2.2272 2.22621 2.22168 2.19561 2.18163 2.17815 2.16373 2.17598 2.17522 2.18239 2.2062 2.2292 2.24166 2.29403 2.34397 2.36753 2.35036 2.32792 2.31004 2.27405 2.19803 2.06845 1.89068 1.67801 1.43049 1.14766 1.03384 1.04361 1.03751 1.00642 1.00394 1.00578 1.00333 1.0035 1.00364 1.00358 1.0036 1.00359 1.00359 1.00359 1.00359 1.00359 1.00359 1.00359 1.00359 1.00359 1.00359 1.00359 1.00359 1.00359 1.00359 1.00891 1.0261 1.05199 1.08939 1.15092 1.21921 1.25322 1.2919 
1.26671 1.19972 1.152 1.11085 1.07665 1.05123 1.03141 1.01538 1.00359 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00001 1 1.0003 1.00001 1.00083 1.00429 1.00277 1.00367 1.04675 1.15616 1.27752 1.39806 1.50724 1.60683 1.70365 1.78804 1.85806 1.90935 1.95834 1.99786 2.03675 2.05214 2.06225 2.04798 2.03898 2.01509 1.99936 1.9864 1.98271 1.98665 2.00066 2.01554 2.04499 2.06381 2.09413 2.12077 2.13839 2.14602 2.15723 2.15825 2.16773 2.16544 2.15955 2.1451 2.12414 2.11026 2.09399 2.08688 2.09235 2.09712 2.10868 2.13795 2.16614 2.20791 2.26225 2.27053 2.28553 2.29094 2.31799 2.35254 2.32034 2.28429 2.2553 2.1865 2.06054 1.9111 1.71836 1.43123 1.13068 1.0307 1.02755 1.00824 1.00006 1.00013 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00359 1.01538 1.03141 1.05123 1.07665 1.11085 1.152 1.20513 
