1 6.46973 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 3.32991 6.64603 
6.46991 2.00948 1.32337 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.32337 2.0236 
3.32991 1.32337 1.01953 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.00695 1.01953 1.32752 
3.32991 1.19972 1.00695 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00695 1.20513 
3.32991 1.19972 1.00695 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00695 1.20513 
3.32991 1.19972 1.00695 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00695 1.20513 
3.32991 1.19972 1.00695 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00695 1.20513 
3.32991 1.19972 1.00695 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00695 1.20513 
3.32991 1.19972 1.00695 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00695 1.20513 
3.32991 1.19972 1.00695 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00695 1.20513 
