2.62133 2.28737 2.02359 1.82346 1.65057 1.5039 1.32752 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30331 1.30334 1.30356 1.30342 1.30246 1.30324 1.30569 1.30641 1.3008 1.29248 1.29627 1.30642 1.31221 1.30871 1.30836 1.31298 1.30995 1.30112 1.29859 1.30696 1.3175 1.31847 1.3072 1.29591 1.28598 1.28039 1.29171 1.31169 1.32092 1.31266 1.30625 1.31128 1.32018 1.31249 1.29492 1.28534 1.29426 1.30283 1.30676 1.30912 1.30472 1.30175 1.30227 1.30335 1.30365 1.3033 1.30332 1.30338 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.30335 1.32752 1.5039 1.65058 1.82348 2.02362 2.28741 
2.2874 2.03797 1.83452 1.6763 1.53693 1.41678 1.27018 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20512 1.20513 1.20512 1.20512 1.20524 1.20517 1.2045 1.20488 1.20784 1.2055 1.19835 1.19556 1.21187 1.23403 1.22423 1.21407 1.21177 1.22832 1.23586 1.22794 1.23521 1.24419 1.24044 1.23406 1.21144 1.20648 1.21799 1.24088 1.25169 1.26213 1.24163 1.2226 1.21954 1.2286 1.24939 1.23416 1.2157 1.21805 1.23346 1.25112 1.22928 1.20887 1.19526 1.18787 1.20146 1.20997 1.20817 1.20508 1.20418 1.20529 1.2052 1.20504 1.20514 1.20513 1.20512 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.27018 1.41678 1.53693 1.67631 1.83453 2.03797 
2.02361 1.83452 1.67631 1.55077 1.4384 1.34027 1.21921 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13197 1.13198 1.13196 1.132 1.13201 1.13164 1.13182 1.13377 1.13283 1.12395 1.13093 1.15009 1.15785 1.13723 1.12482 1.15815 1.21243 1.24988 1.24838 1.2657 1.28407 1.32438 1.3382 1.33113 1.31151 1.28086 1.28264 1.24476 1.22758 1.18572 1.1666 1.21137 1.27007 1.30177 1.27596 1.26921 1.27344 1.29695 1.26504 1.19662 1.14751 1.14734 1.16932 1.16592 1.17607 1.14205 1.1194 1.12339 1.13209 1.13472 1.13144 1.13176 1.13225 1.13194 1.13197 1.13198 1.13197 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.13198 1.21921 1.34027 1.4384 1.55077 1.67631 1.83452 
1.82348 1.67631 1.55077 1.44963 1.35802 1.27725 1.13143 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08169 1.08168 1.08169 1.08167 1.08172 1.08162 1.08159 1.08264 1.08216 1.0765 1.07906 1.10367 1.0941 1.08584 1.0932 1.18329 1.34776 1.48919 1.61133 1.70995 1.77646 1.81306 1.83727 1.8467 1.84742 1.84487 1.81778 1.76637 1.69902 1.63885 1.58148 1.49548 1.53418 1.66227 1.77603 1.86919 1.9131 1.92008 1.91925 1.86714 1.76065 1.63252 1.4705 1.29988 1.20321 1.13528 1.08135 1.10091 1.12377 1.10597 1.08134 1.0736 1.0833 1.08231 1.08088 1.08179 1.08171 1.08166 1.08169 1.08168 1.08169 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.13143 1.27725 1.35802 1.44963 1.55077 1.6763 
1.65058 1.53693 1.4384 1.35801 1.28449 1.21921 1.06411 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04438 1.04435 1.04442 1.04427 1.04453 1.04463 1.0418 1.04303 1.05813 1.05724 1.04525 1.09892 1.26223 1.42907 1.59829 1.7125 1.77979 1.83421 1.8803 1.9108 1.90629 1.90936 1.91179 1.91107 1.90785 1.89782 1.8996 1.8984 1.93299 1.94179 1.95118 1.97895 2.0315 2.05876 2.07162 2.08649 2.07235 2.09248 2.06436 2.0315 1.98151 1.93324 1.86422 1.7264 1.56967 1.39565 1.19041 1.06794 1.05866 1.06123 1.06591 1.03985 1.0427 1.04657 1.04406 1.0443 1.04443 1.04435 1.04438 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.04437 1.06411 1.21921 1.28449 1.35802 1.4384 1.53693 
1.5039 1.41678 1.34027 1.27725 1.21921 1.09263 1.02773 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01954 1.0196 1.01944 1.01981 1.01916 1.0189 1.02603 1.02562 1.02365 1.06109 1.23616 1.43741 1.58067 1.69687 1.7679 1.82776 1.88321 1.88873 1.89167 1.91072 1.92954 1.90128 1.88636 1.89619 1.89833 1.89865 1.89203 1.90069 1.90225 1.86836 1.90202 1.91823 1.92673 1.9753 1.97714 2.02229 2.0849 2.03587 2.01059 1.99918 2.00943 2.03074 1.98988 1.92554 1.88421 1.80755 1.67126 1.47693 1.28194 1.09024 1.03072 1.03834 1.02376 1.01607 1.02036 1.01973 1.01941 1.01962 1.01953 1.01957 1.01955 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.02773 1.09263 1.21921 1.27725 1.34027 1.41678 
1.32752 1.27018 1.21921 1.13143 1.06411 1.02773 1.0048 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00208 1.00201 1.00221 1.00177 1.00259 1.00375 1.00369 1.02019 1.14862 1.33989 1.49836 1.61324 1.68719 1.75398 1.81451 1.83289 1.85066 1.87433 1.85749 1.852 1.86633 1.86585 1.84604 1.84556 1.83412 1.82059 1.80969 1.80939 1.7862 1.78486 1.80345 1.83153 1.84377 1.85876 1.88062 1.92793 1.95072 1.94389 1.91127 1.92631 1.95572 1.93933 1.92085 1.91875 1.92141 1.89158 1.80849 1.71335 1.57512 1.43457 1.22123 1.03384 1.00985 1.01256 1.00165 1.00187 1.00224 1.00199 1.00209 1.00205 1.00207 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.00206 1.0048 1.02773 1.06411 1.13143 1.21921 1.27018 
1.30335 1.20513 1.13198 1.08168 1.04437 1.01956 1.00206 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00001 1.00007 1.00026 1.00045 1.00635 1.09664 1.26622 1.43312 1.5539 1.65048 1.73481 1.78329 1.81804 1.8437 1.86792 1.85727 1.85593 1.85338 1.83785 1.84457 1.84369 1.81968 1.80346 1.78564 1.76774 1.75262 1.74411 1.72293 1.73321 1.74378 1.76305 1.78728 1.79794 1.82291 1.85326 1.8621 1.87226 1.8581 1.88219 1.88462 1.87996 1.88961 1.90552 1.89161 1.92123 1.90879 1.84854 1.77605 1.66066 1.51802 1.32357 1.08902 1.00145 1.00506 1.00021 1.00009 1.00002 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00206 1.01956 1.04437 1.08168 1.13198 1.20513 
1.30335 1.20513 1.13198 1.08168 1.04437 1.01956 1.00206 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00002 1.00016 1.00083 1.00044 1.02876 1.18494 1.36658 1.51867 1.64222 1.72672 1.80711 1.8419 1.84538 1.86724 1.85263 1.84855 1.84435 1.82757 1.82284 1.80726 1.80415 1.79303 1.77411 1.7544 1.73752 1.7185 1.70322 1.69291 1.67832 1.68673 1.7009 1.71487 1.73874 1.75301 1.77383 1.79486 1.80355 1.81394 1.81431 1.82921 1.83198 1.837 1.85256 1.85859 1.87034 1.91059 1.9181 1.93218 1.88803 1.85643 1.76125 1.62872 1.47212 1.21364 1.02343 1.00506 1.001 1.00013 1.00004 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00206 1.01956 1.04437 1.08168 1.13198 1.20513 
1.30335 1.20513 1.13198 1.08168 1.04437 1.01956 1.00206 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00003 1.00028 1.00162 1.00059 1.04435 1.25359 1.43547 1.58517 1.70843 1.8067 1.84651 1.87007 1.87691 1.84122 1.83371 1.82881 1.80947 1.80138 1.78712 1.78055 1.7653 1.75656 1.74398 1.72731 1.70867 1.69202 1.67276 1.65656 1.64619 1.63702 1.64245 1.65705 1.67219 1.6936 1.71096 1.72791 1.74558 1.7549 1.76467 1.76775 1.77936 1.78537 1.79222 1.80605 1.81271 1.83129 1.86218 1.88855 1.88424 1.88859 1.92208 1.8909 1.81905 1.70943 1.55612 1.31934 1.07879 1.00218 1.00358 1.00023 1.00008 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00206 1.01956 1.04437 1.08168 1.13198 1.20513 
