2.19649 2.09799 2.02359 1.94233 1.86874 1.80186 1.73125 1.6763 1.61792 1.56498 1.51033 1.46115 1.41154 1.3535 1.28817 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.28817 1.3535 1.41154 1.46115 1.51033 1.56499 1.61793 1.67631 1.73126 1.80188 1.86876 1.94235 2.02361 2.11369 
2.098 2.00948 1.94234 1.86875 1.80187 1.74089 1.6763 1.62591 1.57224 1.52345 1.47297 1.42745 1.38144 1.32752 1.26671 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.26671 1.32752 1.38144 1.42745 1.47297 1.52346 1.57225 1.62592 1.67631 1.7409 1.80188 1.86875 1.94234 2.0236 
2.0236 1.94234 1.88052 1.81258 1.75067 1.69409 1.63402 1.58705 1.53693 1.49128 1.44398 1.40126 1.35801 1.30726 1.24994 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.24994 1.30726 1.35801 1.40126 1.44398 1.49129 1.53693 1.58705 1.63402 1.69409 1.75068 1.81259 1.88052 1.95532 
1.94234 1.86875 1.81259 1.75067 1.69409 1.64224 1.58705 1.5438 1.49755 1.45535 1.41154 1.3719 1.33172 1.28449 1.23107 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.23107 1.28449 1.33172 1.3719 1.41154 1.45536 1.49755 1.5438 1.58705 1.64224 1.69409 1.75067 1.81258 1.88052 
1.86875 1.80187 1.75068 1.69409 1.64224 1.59461 1.5438 1.5039 1.46115 1.42208 1.38144 1.34463 1.30726 1.26327 1.21348 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.21348 1.26327 1.30726 1.34463 1.38144 1.42208 1.46115 1.5039 1.5438 1.59461 1.64224 1.69409 1.75067 1.81258 
1.80187 1.74089 1.69409 1.64224 1.59461 1.55077 1.5039 1.46702 1.42745 1.39123 1.3535 1.31927 1.28449 1.2435 1.18477 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.10444 1.18477 1.2435 1.28449 1.31927 1.3535 1.39123 1.42745 1.46702 1.5039 1.55077 1.59461 1.64224 1.69409 1.75067 
1.73126 1.67631 1.63402 1.58705 1.5438 1.5039 1.46115 1.42745 1.39123 1.35801 1.32337 1.2919 1.25988 1.22212 1.13695 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.13695 1.22212 1.25988 1.2919 1.32337 1.35802 1.39123 1.42745 1.46115 1.5039 1.5438 1.58705 1.63402 1.68513 
1.67631 1.62592 1.58705 1.5438 1.5039 1.46702 1.42745 1.39621 1.36259 1.33172 1.29949 1.27018 1.24034 1.20513 1.1074 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.06956 1.1074 1.20513 1.24034 1.27018 1.29949 1.33172 1.36259 1.39621 1.42745 1.46702 1.5039 1.5438 1.58705 1.63402 
1.61793 1.57224 1.53693 1.49755 1.46115 1.42745 1.39123 1.36259 1.33172 1.30335 1.27369 1.2467 1.21921 1.14485 1.08136 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.05495 1.08136 1.14485 1.21921 1.2467 1.27369 1.30335 1.33172 1.36259 1.39123 1.42745 1.46115 1.49755 1.53693 1.5796 
1.56499 1.52345 1.49129 1.45536 1.42208 1.39123 1.35802 1.33172 1.30335 1.27725 1.24994 1.22507 1.18929 1.1029 1.06159 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.04277 1.06159 1.1029 1.18929 1.22507 1.24994 1.27725 1.30335 1.33172 1.35802 1.39123 1.42208 1.45535 1.49129 1.53015 
