1.75194e-09 2.50104e-09 3.49582e-09 4.78646e-09 6.3128e-09 8.45114e-09 1.16441e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.59741e-08 1.5974e-08 1.5974e-08 1.59741e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.5974e-08 1.16441e-08 8.45115e-09 6.31276e-09 4.78638e-09 3.49578e-09 2.501e-09 
2.50101e-09 3.41809e-09 4.60074e-09 6.09572e-09 7.82428e-09 1.01952e-08 1.36573e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06162e-08 2.06162e-08 2.06163e-08 2.06164e-08 2.06163e-08 2.06162e-08 2.06161e-08 2.0616e-08 2.0616e-08 2.0616e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06162e-08 2.06163e-08 2.06162e-08 2.06162e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.0616e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 2.06161e-08 1.36573e-08 1.01952e-08 7.82424e-09 6.09567e-09 4.60071e-09 3.41808e-09 
3.49578e-09 4.60072e-09 5.98871e-09 7.7019e-09 9.64136e-09 1.22485e-08 1.5974e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59658e-08 2.59657e-08 2.59658e-08 2.59658e-08 2.59658e-08 2.59657e-08 2.59657e-08 2.59656e-08 2.59656e-08 2.59658e-08 2.59659e-08 2.59657e-08 2.59655e-08 2.59652e-08 2.59649e-08 2.59646e-08 2.5965e-08 2.59654e-08 2.59657e-08 2.5966e-08 2.59662e-08 2.5966e-08 2.59658e-08 2.59658e-08 2.59658e-08 2.59659e-08 2.59659e-08 2.59657e-08 2.59656e-08 2.59654e-08 2.59652e-08 2.59652e-08 2.59653e-08 2.59655e-08 2.59657e-08 2.59659e-08 2.5966e-08 2.59659e-08 2.59658e-08 2.59658e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59658e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 2.59657e-08 1.5974e-08 1.22485e-08 9.64134e-09 7.70187e-09 5.98871e-09 4.60075e-09 
4.7864e-09 6.09569e-09 7.70188e-09 9.64135e-09 1.17939e-08 1.46324e-08 1.86047e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18902e-08 3.18902e-08 3.18902e-08 3.18902e-08 3.18902e-08 3.189e-08 3.18898e-08 3.189e-08 3.18904e-08 3.18905e-08 3.18906e-08 3.18907e-08 3.18901e-08 3.18893e-08 3.18902e-08 3.18915e-08 3.18926e-08 3.18941e-08 3.18954e-08 3.18937e-08 3.18917e-08 3.18902e-08 3.18886e-08 3.18877e-08 3.18888e-08 3.18896e-08 3.18899e-08 3.18897e-08 3.18893e-08 3.18894e-08 3.18901e-08 3.18909e-08 3.18918e-08 3.18928e-08 3.18928e-08 3.18919e-08 3.1891e-08 3.18902e-08 3.18893e-08 3.18887e-08 3.18893e-08 3.18898e-08 3.189e-08 3.18901e-08 3.18902e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 3.18901e-08 1.86047e-08 1.46324e-08 1.17939e-08 9.64134e-09 7.70189e-09 6.09571e-09 
6.31278e-09 7.82425e-09 9.64134e-09 1.17939e-08 1.41414e-08 1.71841e-08 2.25129e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.77998e-08 3.78e-08 3.77999e-08 3.78004e-08 3.78017e-08 3.78007e-08 3.77988e-08 3.77983e-08 3.77978e-08 3.7797e-08 3.77998e-08 3.78032e-08 3.77993e-08 3.77935e-08 3.77889e-08 3.77821e-08 3.77763e-08 3.77838e-08 3.77927e-08 3.77993e-08 3.78062e-08 3.78103e-08 3.78054e-08 3.7802e-08 3.7801e-08 3.78014e-08 3.78032e-08 3.78027e-08 3.77998e-08 3.77963e-08 3.77922e-08 3.77881e-08 3.77879e-08 3.77917e-08 3.77957e-08 3.77993e-08 3.78031e-08 3.78057e-08 3.78033e-08 3.78012e-08 3.78003e-08 3.77995e-08 3.77991e-08 3.77996e-08 3.78e-08 3.78e-08 3.77999e-08 3.77998e-08 3.77998e-08 3.77999e-08 3.77999e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 3.78e-08 2.25129e-08 1.71841e-08 1.41414e-08 1.17939e-08 9.64135e-09 7.82427e-09 
8.45115e-09 1.01952e-08 1.22485e-08 1.46324e-08 1.71841e-08 2.04307e-08 3.12577e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46205e-08 4.46203e-08 4.46206e-08 4.46211e-08 4.46205e-08 4.46204e-08 4.46181e-08 4.46127e-08 4.46166e-08 4.4625e-08 4.46276e-08 4.46298e-08 4.46329e-08 4.46206e-08 4.46056e-08 4.46231e-08 4.46485e-08 4.46695e-08 4.47003e-08 4.47253e-08 4.46925e-08 4.46524e-08 4.46228e-08 4.45918e-08 4.45738e-08 4.45952e-08 4.46103e-08 4.4615e-08 4.46133e-08 4.46052e-08 4.46077e-08 4.46206e-08 4.46364e-08 4.46545e-08 4.46729e-08 4.4674e-08 4.46571e-08 4.46388e-08 4.46227e-08 4.46055e-08 4.45941e-08 4.46047e-08 4.46142e-08 4.46182e-08 4.4622e-08 4.46235e-08 4.46212e-08 4.46197e-08 4.46197e-08 4.46203e-08 4.46206e-08 4.46204e-08 4.46204e-08 4.46205e-08 4.46205e-08 4.46205e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 4.46206e-08 3.12577e-08 2.04307e-08 1.71841e-08 1.46324e-08 1.22485e-08 1.01952e-08 
1.16441e-08 1.36573e-08 1.5974e-08 1.86047e-08 2.25129e-08 3.12577e-08 4.02913e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26032e-08 5.26032e-08 5.26032e-08 5.2603e-08 5.26033e-08 5.26042e-08 5.26029e-08 5.26005e-08 5.26029e-08 5.26035e-08 5.2614e-08 5.26376e-08 5.26207e-08 5.25824e-08 5.25699e-08 5.25603e-08 5.2547e-08 5.26019e-08 5.26685e-08 5.25907e-08 5.24747e-08 5.23773e-08 5.22373e-08 5.21244e-08 5.22728e-08 5.24557e-08 5.2592e-08 5.27327e-08 5.28126e-08 5.27175e-08 5.26497e-08 5.26275e-08 5.2635e-08 5.26715e-08 5.26607e-08 5.26017e-08 5.25297e-08 5.24466e-08 5.23639e-08 5.23588e-08 5.2435e-08 5.25188e-08 5.25927e-08 5.26707e-08 5.27212e-08 5.26741e-08 5.26316e-08 5.26128e-08 5.25957e-08 5.2589e-08 5.25992e-08 5.2606e-08 5.26062e-08 5.26035e-08 5.2602e-08 5.2603e-08 5.26031e-08 5.26031e-08 5.26032e-08 5.26031e-08 5.26031e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 5.26033e-08 4.02913e-08 3.12577e-08 2.25129e-08 1.86046e-08 1.5974e-08 1.36573e-08 
1.5974e-08 2.06161e-08 2.59657e-08 3.18901e-08 3.78e-08 4.46206e-08 5.26033e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.4353e-08 6.4353e-08 6.43529e-08 6.43529e-08 6.43528e-08 6.43527e-08 6.43535e-08 6.43522e-08 6.4348e-08 6.4354e-08 6.43649e-08 6.43537e-08 6.435e-08 6.42999e-08 6.41862e-08 6.42833e-08 6.45518e-08 6.47498e-08 6.49188e-08 6.5046e-08 6.48316e-08 6.45442e-08 6.49935e-08 6.58622e-08 6.67817e-08 6.773e-08 6.82793e-08 6.7474e-08 6.61773e-08 6.49051e-08 6.38043e-08 6.33275e-08 6.37945e-08 6.41227e-08 6.42319e-08 6.4198e-08 6.40187e-08 6.41143e-08 6.4611e-08 6.52743e-08 6.59125e-08 6.63752e-08 6.6413e-08 6.60024e-08 6.53631e-08 6.46728e-08 6.40691e-08 6.37783e-08 6.40074e-08 6.42118e-08 6.43055e-08 6.43883e-08 6.44195e-08 6.43711e-08 6.43386e-08 6.43374e-08 6.43505e-08 6.43575e-08 6.4353e-08 6.43526e-08 6.43529e-08 6.43526e-08 6.43529e-08 6.43529e-08 6.43529e-08 6.43529e-08 6.4353e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 5.26033e-08 4.46206e-08 3.78e-08 3.18901e-08 2.59657e-08 2.06161e-08 
1.5974e-08 2.06161e-08 2.59657e-08 3.18901e-08 3.78e-08 4.46206e-08 5.26033e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.4353e-08 6.4353e-08 6.43529e-08 6.43529e-08 6.43527e-08 6.43528e-08 6.43534e-08 6.435e-08 6.43549e-08 6.43704e-08 6.43481e-08 6.43068e-08 6.43621e-08 6.44508e-08 6.47656e-08 6.55794e-08 6.61684e-08 6.65412e-08 6.74571e-08 6.88063e-08 7.03435e-08 7.24941e-08 7.51562e-08 7.68629e-08 7.79134e-08 7.86862e-08 7.88432e-08 7.80373e-08 7.7676e-08 7.67846e-08 7.54965e-08 7.39036e-08 7.15376e-08 6.82443e-08 6.6431e-08 6.55947e-08 6.57488e-08 6.73384e-08 6.91551e-08 7.02533e-08 7.09817e-08 7.16553e-08 7.22094e-08 7.22424e-08 7.17491e-08 7.11814e-08 7.05349e-08 6.96978e-08 6.84911e-08 6.67371e-08 6.55932e-08 6.48239e-08 6.42683e-08 6.41005e-08 6.42853e-08 6.44053e-08 6.44105e-08 6.43616e-08 6.43355e-08 6.43521e-08 6.43538e-08 6.43525e-08 6.43537e-08 6.43528e-08 6.43525e-08 6.43529e-08 6.43529e-08 6.4353e-08 6.4353e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 5.26033e-08 4.46206e-08 3.78e-08 3.18901e-08 2.59657e-08 2.06161e-08 
1.5974e-08 2.06161e-08 2.59657e-08 3.18901e-08 3.78e-08 4.46206e-08 5.26033e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.4353e-08 6.4353e-08 6.43529e-08 6.4353e-08 6.43525e-08 6.43533e-08 6.43527e-08 6.43504e-08 6.43629e-08 6.43449e-08 6.42868e-08 6.4385e-08 6.48226e-08 6.54875e-08 6.6518e-08 6.78515e-08 6.88041e-08 7.08433e-08 7.46067e-08 7.8623e-08 8.27289e-08 8.69216e-08 9.15253e-08 9.55573e-08 9.90777e-08 1.01421e-07 1.02534e-07 1.01793e-07 1.01112e-07 1.00153e-07 9.89636e-08 9.61354e-08 9.2576e-08 8.86681e-08 8.56527e-08 8.24007e-08 8.09607e-08 8.0328e-08 7.95346e-08 7.9564e-08 8.13228e-08 8.31274e-08 8.44947e-08 8.46858e-08 8.49681e-08 8.55204e-08 8.48242e-08 8.34975e-08 8.15746e-08 7.89264e-08 7.62298e-08 7.31944e-08 7.10105e-08 6.89028e-08 6.67103e-08 6.48825e-08 6.4203e-08 6.41339e-08 6.43209e-08 6.44171e-08 6.43559e-08 6.43493e-08 6.43538e-08 6.43496e-08 6.43533e-08 6.4354e-08 6.43527e-08 6.43526e-08 6.43528e-08 6.4353e-08 6.4353e-08 6.4353e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 6.43531e-08 5.26033e-08 4.46206e-08 3.78e-08 3.18901e-08 2.59657e-08 2.06161e-08 
