14.8382 3.46696 2.0236 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 1.82347 2.02361 3.46668 
3.4668 2.03797 1.5039 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.5039 2.03797 
2.02361 1.5039 1.24994 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.03677 1.24994 1.5039 
1.82347 1.20513 1.03677 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.03677 1.20513 
1.82347 1.20513 1.03677 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.03677 1.20513 
1.82347 1.20513 1.03677 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.03677 1.20513 
1.82347 1.20513 1.03677 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.03677 1.20513 
1.82347 1.20513 1.03677 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.03677 1.20513 
1.82347 1.20513 1.03677 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.03677 1.20513 
1.82347 1.20513 1.03677 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.03677 1.20513 
