0	0	(544.8430320377851,0.0)
0	1	(0.3859631748541561,0.2995046141027007)
0	2	(2.8909813148606913,-0.1337008553129933)
0	3	(6.751269032370667,2.277879962530008)
0	4	(19.224023367767888,-1.6143957780388871)
0	5	(88.68820837004951,-10.947498503615808)
1	0	(0.3859631748541561,-0.2995046141027007)
1	1	(5.296503116782247,1.3530785640058287e-18)
1	2	(7.016628664744097,2.0822979998953963)
1	3	(38.4219714413013,-2.243850293388246)
1	4	(122.79711489500559,17.213560191528565)
1	5	(425.52203540090306,-59.823137193706486)
2	0	(2.8909813148606913,0.1337008553129933)
2	1	(7.016628664744097,-2.0822979998953963)
2	2	(55.62841359582287,3.0180184374957403e-17)
2	3	(134.1880697564807,18.00566335002746)
2	4	(680.6436099862634,-51.15423748429966)
2	5	(2626.9600872504384,49.73805301411483)
3	0	(6.751269032370667,-2.277879962530008)
3	1	(38.4219714413013,2.243850293388246)
3	2	(134.1880697564807,-18.00566335002746)
3	3	(866.779321881386,-3.6006186732084396e-16)
3	4	(2909.0037438551044,157.1363926646953)
3	5	(14687.032961460109,-1334.40678775846)
4	0	(19.224023367767888,1.6143957780388871)
4	1	(122.79711489500559,-17.213560191528572)
4	2	(680.6436099862634,51.15423748429966)
4	3	(2909.0037438551044,-157.1363926646953)
4	4	(18555.230303376895,-8.337890890924368e-15)
4	5	(70752.96371806996,919.5667396262071)
5	0	(88.68820837004951,10.947498503615808)
5	1	(425.5220354009032,59.82313719370649)
5	2	(2626.9600872504384,-49.73805301411469)
5	3	(14687.032961460109,1334.40678775846)
5	4	(70752.96371806996,-919.566739626206)
5	5	(910440.9200486414,2.2829546929158167e-13)
