0	0	(10350.408363794251,0.0)
0	1	(0.1259214793597247,0.24121682747697004)
0	2	(-2.000919502999462,-0.7517194846044092)
0	3	(0.43990531771072255,-29.417960365951632)
0	4	(50.07633229205404,84.93760989728369)
0	5	(-234.0096457087514,1212.012510001552)
1	0	(0.1259214793597247,-0.24121682747697004)
1	1	(25.629982550139296,-4.806202586237478e-18)
1	2	(8.855276197229982,18.146082210928878)
1	3	(-204.29139097806728,-76.03015233054563)
1	4	(133.28116739453094,-2250.3354658595763)
1	5	(9459.890555399805,7742.685562342428)
2	0	(-2.000919502999462,0.7517194846044092)
2	1	(8.855276197229982,-18.146082210928878)
2	2	(1135.2009143709895,-6.390629025872575e-17)
2	3	(649.12978918092,1759.9123905677109)
2	4	(-21027.142126928786,-6788.378110128542)
2	5	(19682.063526913535,-203697.96147594656)
3	0	(0.43990531771072255,29.417960365951632)
3	1	(-204.29139097806728,76.03015233054563)
3	2	(649.1297891809198,-1759.9123905677109)
3	3	(68905.10938285154,-9.173908386493932e-15)
3	4	(47414.90245716842,186322.94337717356)
3	5	(-2257923.15017008,-639281.1727046345)
4	0	(50.07633229205404,-84.93760989728369)
4	1	(133.2811673945307,2250.3354658595763)
4	2	(-21027.142126928786,6788.378110128544)
4	3	(47414.902457168435,-186322.94337717368)
4	4	(5223306.699987661,-7.506301135327386e-13)
4	5	(3466716.397473646,21072644.542420797)
5	0	(-234.0096457087514,-1212.012510001552)
5	1	(9459.890555399805,-7742.685562342428)
5	2	(19682.063526913546,203697.96147594662)
5	3	(-2257923.150170081,639281.1727046345)
5	4	(3466716.397473646,-21072644.542420797)
5	5	(468776554.5226908,7.817363967460807e-12)
