1.92493e-09 2.57726e-09 3.42442e-09 4.329e-09 5.45745e-09 6.84621e-09 8.531e-09 1.09713e-08 1.58152e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.63213e-08 1.58152e-08 1.09713e-08 8.531e-09 6.84617e-09 5.45739e-09 4.32895e-09 3.42439e-09 2.57723e-09 
2.57725e-09 3.3483e-09 4.32899e-09 5.35775e-09 6.6214e-09 8.15382e-09 9.98702e-09 1.26037e-08 1.76985e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 2.01951e-08 1.76985e-08 1.26037e-08 9.98701e-09 8.15378e-09 6.62136e-09 5.35771e-09 4.32898e-09 3.34828e-09 
3.42441e-09 4.329e-09 5.45743e-09 6.62139e-09 8.03003e-09 9.71391e-09 1.17006e-08 1.44954e-08 1.98324e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 2.46719e-08 1.98324e-08 1.44954e-08 1.17006e-08 9.71388e-09 8.03e-09 6.62137e-09 5.45743e-09 4.329e-09 
4.32897e-09 5.35773e-09 6.62137e-09 7.90719e-09 9.44448e-09 1.12605e-08 1.33784e-08 1.63213e-08 2.38761e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.89079e-08 2.38761e-08 1.63213e-08 1.33784e-08 1.12604e-08 9.44447e-09 7.90719e-09 6.62139e-09 5.35774e-09 
5.45741e-09 6.62137e-09 8.03e-09 9.44447e-09 1.11154e-08 1.30662e-08 1.53151e-08 1.84013e-08 2.89587e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 3.35673e-08 2.89587e-08 1.84013e-08 1.53151e-08 1.30661e-08 1.11154e-08 9.44447e-09 8.03002e-09 6.62139e-09 
6.84617e-09 8.15378e-09 9.71389e-09 1.12604e-08 1.30661e-08 1.51497e-08 1.75243e-08 2.15375e-08 3.42377e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.85456e-08 3.42377e-08 2.15375e-08 1.75243e-08 1.51497e-08 1.30661e-08 1.12605e-08 9.7139e-09 8.15381e-09 
8.531e-09 9.98701e-09 1.17007e-08 1.33784e-08 1.53151e-08 1.75243e-08 2.00135e-08 2.85321e-08 3.96118e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 4.37094e-08 3.96118e-08 2.85321e-08 2.00135e-08 1.75243e-08 1.53151e-08 1.33784e-08 1.17006e-08 9.98701e-09 
1.09713e-08 1.26037e-08 1.44954e-08 1.63213e-08 1.84013e-08 2.15375e-08 2.85321e-08 3.58762e-08 4.5972e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.99083e-08 4.5972e-08 3.58762e-08 2.85321e-08 2.15375e-08 1.84013e-08 1.63213e-08 1.44954e-08 1.26037e-08 
1.58152e-08 1.76985e-08 1.98324e-08 2.38761e-08 2.89587e-08 3.42377e-08 3.96118e-08 4.5972e-08 5.54089e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.9231e-08 5.54089e-08 4.5972e-08 3.96119e-08 3.42377e-08 2.89586e-08 2.3876e-08 1.98324e-08 1.76985e-08 
1.63213e-08 2.01951e-08 2.46719e-08 2.89079e-08 3.35673e-08 3.85456e-08 4.37094e-08 4.99083e-08 5.9231e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 6.3039e-08 5.9231e-08 4.99083e-08 4.37094e-08 3.85456e-08 3.35673e-08 2.89079e-08 2.46719e-08 2.01951e-08 
