0	0	(510.03342345713963,0.0)
0	1	(-0.9966416546249137,0.15426171996934235)
0	2	(-0.9074361094195802,1.4596615724072872)
0	3	(6.985333457297827,-4.8992553193904085)
0	4	(-34.92399667922139,-19.763816506976056)
0	5	(51.921863921789466,110.32923141268219)
1	0	(-0.9966416546249137,-0.15426171996934235)
1	1	(8.321927461327924,-5.9726643990210596e-18)
1	2	(-12.853377511892045,-3.0540729465142156)
1	3	(-19.533094884956252,45.02997062531109)
1	4	(183.93526544463714,-123.14270072606631)
1	5	(-965.5291414874754,-533.4762149517165)
2	0	(-0.9074361094195802,-1.4596615724072872)
2	1	(-12.853377511892042,3.0540729465142156)
2	2	(129.5522313892959,7.366914457098297e-17)
2	3	(-258.55512402973255,-145.51837065575523)
2	4	(-495.6513749883949,1395.2432392475837)
2	5	(5655.4239308764645,-3677.286739122079)
3	0	(6.985333457297827,4.8992553193904085)
3	1	(-19.53309488495625,-45.02997062531109)
3	2	(-258.55512402973255,145.51837065575523)
3	3	(2858.3702388717943,-1.1356979595447654e-15)
3	4	(-6871.849441210508,-5376.980185253674)
3	5	(-14474.858882489281,47035.2363397344)
4	0	(-34.92399667922139,19.763816506976056)
4	1	(183.93526544463714,123.14270072606631)
4	2	(-495.65137498839493,-1395.2432392475837)
4	3	(-6871.849441210508,5376.980185253674)
4	4	(80588.11400256034,-6.966029953129976e-14)
4	5	(-220859.1029443822,-202349.59162681247)
5	0	(51.921863921789466,-110.32923141268219)
5	1	(-965.5291414874754,533.4762149517165)
5	2	(5655.4239308764645,3677.286739122079)
5	3	(-14474.858882489281,-47035.2363397344)
5	4	(-220859.1029443822,202349.59162681247)
5	5	(3132909.056856225,-8.144167982327325e-13)
