0	0	(3175.5860627850484,0.0)
0	1	(0.26318374196175864,0.7470825649211573)
0	2	(2.044373584191042,2.7994714312384126)
0	3	(-14.114942752670865,9.08715210897098)
0	4	(-74.87671640642279,-99.22237870855953)
0	5	(268.1684362168708,-829.9079161337082)
1	0	(0.26318374196175864,-0.7470825649211573)
1	1	(11.200192856416775,-4.063303220015595e-18)
1	2	(15.850141465448415,23.9401807855523)
1	3	(4.3964206242319515,144.73219416896578)
1	4	(-908.1904855459524,318.3467554932851)
1	5	(-4664.7363220493235,-5455.2219533458365)
2	0	(2.044373584191042,-2.7994714312384126)
2	1	(15.850141465448415,-23.9401807855523)
2	2	(291.33517460939606,-2.1831016217653065e-16)
2	3	(804.9257832112137,1093.1329131648117)
2	4	(-1800.03531252308,8034.0400472894335)
2	5	(-56914.65808037629,13976.52726161592)
3	0	(-14.114942752670865,-9.08715210897098)
3	1	(4.396420624231945,-144.73219416896578)
3	2	(804.9257832112137,-1093.1329131648117)
3	3	(11772.18522465232,2.852836730099528e-15)
3	4	(42822.00048240686,59275.30378052393)
3	5	(-159672.6975680628,474148.89036633633)
4	0	(-74.87671640642279,99.22237870855953)
4	1	(-908.1904855459524,-318.3467554932851)
4	2	(-1800.0353125230786,-8034.0400472894335)
4	3	(42822.000482406846,-59275.30378052393)
4	4	(604674.3697324534,1.0993538614741027e-13)
4	5	(2461485.477702155,3541980.4994364595)
5	0	(268.1684362168708,829.9079161337082)
5	1	(-4664.7363220493235,5455.221953345836)
5	2	(-56914.65808037629,-13976.52726161592)
5	3	(-159672.69756806278,-474148.89036633633)
5	4	(2461485.477702155,-3541980.4994364595)
5	5	(35575498.2760765,-1.8373864544329234e-11)
