2.34626 2.17932 2.0236 1.89248 1.77068 1.6676 1.57224 1.4851 1.39123 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.25988 1.39123 1.4851 1.57224 1.66761 1.7707 1.8925 2.0236 2.17934 
2.17933 2.03797 1.90465 1.79131 1.68513 1.59461 1.51033 1.43289 1.34904 1.22805 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.22805 1.34904 1.43289 1.51033 1.59461 1.68514 1.79132 1.90465 2.03797 
2.0236 1.90464 1.79132 1.69409 1.60227 1.52345 1.44963 1.38144 1.30726 1.19566 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.15629 1.19566 1.30726 1.38145 1.44963 1.52346 1.60228 1.69409 1.79131 1.90465 
1.8925 1.79132 1.69409 1.61005 1.53015 1.46115 1.39621 1.33597 1.27018 1.14022 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.14022 1.27018 1.33597 1.39621 1.46115 1.53015 1.61005 1.69409 1.79131 
1.77069 1.68514 1.60228 1.53015 1.46115 1.40126 1.34463 1.2919 1.23413 1.09716 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.08429 1.09716 1.23413 1.2919 1.34463 1.40126 1.46115 1.53015 1.60227 1.68513 
1.66761 1.59461 1.52345 1.46115 1.40126 1.34904 1.29949 1.25322 1.20241 1.06634 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.06634 1.20241 1.25322 1.29949 1.34904 1.40126 1.46115 1.52345 1.59461 
1.57224 1.51033 1.44963 1.39621 1.34463 1.29949 1.25653 1.21632 1.10561 1.04241 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.03821 1.04241 1.10561 1.21633 1.25653 1.29949 1.34463 1.39621 1.44963 1.51033 
1.4851 1.43289 1.38145 1.33597 1.2919 1.25322 1.21633 1.12462 1.05878 1.02467 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02241 1.02467 1.05878 1.12462 1.21633 1.25322 1.2919 1.33597 1.38145 1.43289 
1.39123 1.34904 1.30726 1.27018 1.23413 1.20241 1.10561 1.05878 1.02915 1.01048 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.00947 1.01048 1.02915 1.05878 1.10561 1.20241 1.23413 1.27018 1.30726 1.34904 
1.25988 1.22805 1.19566 1.14022 1.09716 1.06634 1.04241 1.02467 1.01048 1.00059 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00028 1.00059 1.01048 1.02467 1.04241 1.06634 1.09716 1.14022 1.19566 1.22806 
