2.73 2.30662 2.02359 1.80186 1.61792 1.4384 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.31927 1.4384 1.61793 1.80188 2.02362 2.30665 
2.30663 2.00948 1.80186 1.63402 1.49129 1.34904 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.34904 1.49129 1.63402 1.80188 2.00948 
2.02361 1.80187 1.64224 1.51033 1.39621 1.28085 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.1246 1.28085 1.39621 1.51033 1.64224 1.80187 
1.80187 1.63402 1.51033 1.40637 1.31522 1.22212 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.07186 1.22212 1.31522 1.40637 1.51033 1.63402 
1.61792 1.49129 1.39621 1.31522 1.24351 1.10021 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.10021 1.24351 1.31522 1.39621 1.49129 
1.4384 1.34904 1.28085 1.22212 1.10021 1.03154 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.01003 1.03154 1.10021 1.22212 1.28085 1.34904 
1.31927 1.19972 1.1246 1.07186 1.03538 1.01003 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.01003 1.03538 1.07186 1.1246 1.19972 
1.31927 1.19972 1.1246 1.07186 1.03538 1.01003 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.01003 1.03538 1.07186 1.1246 1.19972 
1.31927 1.19972 1.1246 1.07186 1.03538 1.01003 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.01003 1.03538 1.07186 1.1246 1.19972 
1.31927 1.19972 1.1246 1.07186 1.03538 1.01003 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.01003 1.03538 1.07186 1.1246 1.19972 
