2.91319 2.36666 2.02359 1.77068 1.55077 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.34463 1.55077 1.77069 2.02362 2.38752 
2.36668 2.00947 1.77068 1.58705 1.42208 1.21066 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.21066 1.42208 1.58705 1.77069 2.0236 
2.02361 1.77069 1.59461 1.45535 1.32752 1.12162 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.11416 1.12162 1.32752 1.45536 1.59461 1.78092 
1.77069 1.58705 1.45536 1.34904 1.24994 1.06151 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.06151 1.24994 1.34904 1.45535 1.59461 
1.55077 1.42208 1.32752 1.24994 1.11241 1.02215 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02143 1.02215 1.11241 1.24994 1.32752 1.42745 
1.34463 1.21066 1.12162 1.06151 1.02215 1.00009 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00009 1.02215 1.06151 1.12162 1.21348 
1.34463 1.19972 1.11416 1.05886 1.02143 1.00005 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00005 1.02143 1.05886 1.11416 1.20513 
1.34463 1.19972 1.11416 1.05886 1.02143 1.00005 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00005 1.02143 1.05886 1.11416 1.20513 
1.34463 1.19972 1.11416 1.05886 1.02143 1.00005 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00005 1.02143 1.05886 1.11416 1.20513 
1.34463 1.19972 1.11416 1.05886 1.02143 1.00005 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00005 1.02143 1.05886 1.11416 1.20513 
