0	0	(213.52996065108928,0.0)
0	1	(0.7523923582166023,-0.1571860392304616)
0	2	(2.3498681406003614,-0.11703409937955332)
0	3	(5.1222321223645535,1.0429814518089036)
0	4	(21.170639391460288,7.6719685436575)
0	5	(67.41924324404553,36.901241340839725)
1	0	(0.7523923582166023,0.1571860392304616)
1	1	(3.3631987271304475,-1.8431521792492623e-18)
1	2	(7.004137864956784,-0.000849199351808675)
1	3	(28.266789814421006,3.2295631355307597)
1	4	(88.92712915975376,24.771409963855234)
1	5	(347.4874033199259,139.62210683989161)
2	0	(2.3498681406003614,0.11703409937955332)
2	1	(7.004137864956784,0.0008491993518086775)
2	2	(32.72042360954215,2.5464120646523776e-17)
2	3	(106.06162850371571,7.603390040625196)
2	4	(441.7183324374027,75.44582852263858)
2	5	(1621.252178054936,482.7242783462773)
3	0	(5.1222321223645535,-1.0429814518089036)
3	1	(28.266789814421003,-3.2295631355307584)
3	2	(106.06162850371574,-7.603390040625196)
3	3	(491.371370284796,8.369775269666577e-16)
3	4	(1864.4352381452293,171.71065653632104)
3	5	(7907.503146022618,1501.2039050470314)
4	0	(21.170639391460288,-7.6719685436575)
4	1	(88.92712915975376,-24.771409963855234)
4	2	(441.7183324374027,-75.44582852263858)
4	3	(1864.4352381452293,-171.7106565363211)
4	4	(11762.787955835314,8.107922463786229e-15)
4	5	(34890.99782158874,4276.011998698268)
5	0	(67.41924324404553,-36.901241340839725)
5	1	(347.4874033199259,-139.62210683989156)
5	2	(1621.2521780549362,-482.7242783462771)
5	3	(7907.503146022618,-1501.2039050470314)
5	4	(34890.99782158874,-4276.011998698268)
5	5	(1435584.5671895486,2.5100796113805146e-13)
