2.0372e-09 2.71153e-09 3.42827e-09 4.24642e-09 5.26501e-09 6.40781e-09 7.79411e-09 9.5895e-09 1.21621e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.66806e-08 1.21621e-08 9.58949e-09 7.79409e-09 6.40777e-09 5.26494e-09 4.24637e-09 3.42825e-09 2.64533e-09 
2.71151e-09 3.50548e-09 4.33385e-09 5.26499e-09 6.40782e-09 7.67312e-09 9.18909e-09 1.11279e-08 1.38682e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 2.05827e-08 1.38682e-08 1.11279e-08 9.18906e-09 7.67307e-09 6.40777e-09 5.26495e-09 4.33384e-09 3.42825e-09 
3.42825e-09 4.33385e-09 5.26498e-09 6.29881e-09 7.5531e-09 8.92684e-09 1.0556e-08 1.26178e-08 1.54985e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 2.43188e-08 1.54985e-08 1.26178e-08 1.05559e-08 8.92681e-09 7.55307e-09 6.29879e-09 5.26499e-09 4.24642e-09 
4.24638e-09 5.26497e-09 6.29879e-09 7.43406e-09 8.79713e-09 1.02753e-08 1.20118e-08 1.41884e-08 1.71968e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 2.81641e-08 1.71968e-08 1.41884e-08 1.20118e-08 1.02753e-08 8.79711e-09 7.43406e-09 6.29881e-09 5.16724e-09 
5.26496e-09 6.40778e-09 7.55308e-09 8.79711e-09 1.02753e-08 1.18624e-08 1.37092e-08 1.60012e-08 1.91342e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 3.24406e-08 1.91342e-08 1.60012e-08 1.37092e-08 1.18624e-08 1.02753e-08 8.79712e-09 7.55309e-09 6.29881e-09 
6.40778e-09 7.67309e-09 8.92682e-09 1.02753e-08 1.18624e-08 1.35509e-08 1.54985e-08 1.78934e-08 2.25892e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 3.66876e-08 2.25892e-08 1.78934e-08 1.54985e-08 1.35509e-08 1.18624e-08 1.02753e-08 8.92683e-09 7.5531e-09 
7.79409e-09 9.18907e-09 1.05559e-08 1.20118e-08 1.37092e-08 1.54985e-08 1.75439e-08 2.0036e-08 2.84056e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 4.12058e-08 2.84056e-08 2.0036e-08 1.75439e-08 1.54985e-08 1.37092e-08 1.20118e-08 1.05559e-08 9.05749e-09 
9.5895e-09 1.11279e-08 1.26178e-08 1.41884e-08 1.60012e-08 1.78934e-08 2.0036e-08 2.68079e-08 3.42983e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 4.6237e-08 3.42983e-08 2.68079e-08 2.0036e-08 1.78934e-08 1.60012e-08 1.41884e-08 1.26178e-08 1.09836e-08 
1.21621e-08 1.38682e-08 1.54985e-08 1.71968e-08 1.91342e-08 2.25892e-08 2.84056e-08 3.42983e-08 4.08878e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 5.22233e-08 4.08878e-08 3.42983e-08 2.84056e-08 2.25892e-08 1.91342e-08 1.71968e-08 1.54985e-08 1.37091e-08 
1.66806e-08 2.05827e-08 2.43189e-08 2.81641e-08 3.24406e-08 3.66876e-08 4.12058e-08 4.6237e-08 5.22233e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 6.31098e-08 5.22233e-08 4.6237e-08 4.12058e-08 3.66876e-08 3.24406e-08 2.81641e-08 2.43188e-08 2.02178e-08 
