3.89811 2.64757 2.02358 1.61792 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.45535 1.61792 2.02362 2.64759 
2.64757 2.03797 1.6763 1.41678 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.20513 1.41678 1.67631 2.03797 
2.02362 1.67631 1.44963 1.27725 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.08168 1.27725 1.44963 1.67631 
1.61792 1.41678 1.27725 1.09263 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.01956 1.09263 1.27725 1.41678 
1.45535 1.20513 1.08168 1.01956 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.01956 1.08168 1.20513 
1.45535 1.20513 1.08168 1.01956 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.01956 1.08168 1.20513 
1.45535 1.20513 1.08168 1.01956 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.01956 1.08168 1.20513 
1.45535 1.20513 1.08168 1.01956 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.01956 1.08168 1.20513 
1.45535 1.20513 1.08168 1.01956 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.01956 1.08168 1.20513 
1.45535 1.20513 1.08168 1.01956 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.01956 1.08168 1.20513 
