0	0	(73.08633295189013,0.0)
0	1	(-0.4094418193856988,0.7899209145293659)
0	2	(-1.1185735846584925,-0.17449079152205552)
0	3	(1.1962922978245605,-2.131238283383583)
0	4	(1.9656147541596969,1.399276864140889)
0	5	(-2.825165337961298,4.937627039839376)
1	0	(-0.4094418193856988,-0.7899209145293659)
1	1	(5.817720131223134,8.076626688836494e-19)
1	2	(-4.104727538681974,8.266951852934232)
1	3	(-16.16843864203331,-2.5586873249091187)
1	4	(19.546290113441202,-36.90792663093778)
1	5	(31.24275971141317,22.87552962792505)
2	0	(-1.1185735846584925,0.17449079152205552)
2	1	(-4.104727538681974,-8.266951852934232)
2	2	(64.55004706895356,-4.9139080756317786e-18)
2	3	(-58.680771430032046,125.48539425937048)
2	4	(-300.3959136140764,-46.94336544992051)
2	5	(390.4573136526586,-747.2645056814115)
3	0	(1.1962922978245605,2.131238283383583)
3	1	(-16.16843864203331,2.5586873249091164)
3	2	(-58.680771430032046,-125.48539425937051)
3	3	(1045.0090090085985,-5.785623791350204e-16)
3	4	(-1074.9017153586615,2404.586312589888)
3	5	(-6754.277685564757,-944.3820360117622)
4	0	(1.9656147541596969,-1.399276864140889)
4	1	(19.546290113441202,36.90792663093778)
4	2	(-300.3959136140764,46.94336544992051)
4	3	(-1074.9017153586615,-2404.5863125898877)
4	4	(30007.022065443383,-1.5834840611825235e-15)
4	5	(-25977.960786381303,56023.96414432796)
5	0	(-2.825165337961298,-4.937627039839376)
5	1	(31.24275971141314,-22.87552962792505)
5	2	(390.45731365265857,747.2645056814109)
5	3	(-6754.277685564757,944.3820360117621)
5	4	(-25977.960786381303,-56023.964144328)
5	5	(4204634.596142083,3.0201698477756704e-13)
