2.52182 2.23182 2.02359 1.85715 1.70317 1.57224 1.44963 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.28817 1.44963 1.57224 1.70318 1.85718 2.02361 2.25001 
2.23183 2.00947 1.84575 1.71239 1.58705 1.479 1.37664 1.24034 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.24034 1.37664 1.479 1.58705 1.71241 1.84576 2.0236 
2.02361 1.84575 1.7124 1.60227 1.49755 1.40637 1.31927 1.20241 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.13971 1.20241 1.31927 1.40637 1.49755 1.60228 1.7124 1.85715 
1.85717 1.7124 1.60228 1.51033 1.42208 1.34463 1.27018 1.12525 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.12525 1.27018 1.34463 1.42208 1.51033 1.60228 1.72175 
1.70318 1.58705 1.49755 1.42208 1.34904 1.28449 1.22212 1.07279 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.05886 1.07279 1.22212 1.28449 1.34904 1.42208 1.49755 1.59461 
1.57224 1.479 1.40637 1.34463 1.28449 1.23107 1.11966 1.03923 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.0327 1.03923 1.11966 1.23107 1.28449 1.34463 1.40637 1.4851 
1.44963 1.37664 1.31927 1.27018 1.22212 1.11966 1.05081 1.0167 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0139 1.0167 1.05081 1.11966 1.22212 1.27018 1.31927 1.38145 
1.28817 1.24034 1.20241 1.12525 1.07279 1.03923 1.0167 1.00163 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00075 1.00163 1.0167 1.03923 1.07279 1.12525 1.20241 1.24351 
1.28817 1.19972 1.13971 1.09539 1.05886 1.0327 1.0139 1.00075 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00075 1.0139 1.0327 1.05886 1.09539 1.13971 1.20513 
1.28817 1.19972 1.13971 1.09539 1.05886 1.0327 1.0139 1.00075 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00075 1.0139 1.0327 1.05886 1.09539 1.13971 1.20513 
