1.88407e-09 2.75902e-09 3.7595e-09 5.04707e-09 6.67169e-09 8.81573e-09 1.18875e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.71789e-08 1.18875e-08 8.81572e-09 6.67163e-09 5.04699e-09 3.75945e-09 2.68964e-09 
2.75901e-09 3.84416e-09 5.04706e-09 6.55551e-09 8.41445e-09 1.08138e-08 1.41745e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25714e-08 2.25714e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25714e-08 2.25714e-08 2.25714e-08 2.25714e-08 2.25714e-08 2.25713e-08 2.25714e-08 2.25714e-08 2.25714e-08 2.25714e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 2.25713e-08 1.41745e-08 1.08138e-08 8.41441e-09 6.55545e-09 5.04703e-09 3.75947e-09 
3.75946e-09 5.04704e-09 6.44043e-09 8.15232e-09 1.02222e-08 1.28455e-08 1.64513e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79244e-08 2.79244e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 2.79243e-08 1.64513e-08 1.28455e-08 1.02222e-08 8.1523e-09 6.44044e-09 4.94777e-09 
5.04702e-09 6.55548e-09 8.1523e-09 1.00769e-08 1.23623e-08 1.5208e-08 1.90483e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.3869e-08 3.3869e-08 3.3869e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38688e-08 3.38687e-08 3.38686e-08 3.38687e-08 3.38688e-08 3.38687e-08 3.38686e-08 3.38687e-08 3.38687e-08 3.38686e-08 3.38687e-08 3.38687e-08 3.38688e-08 3.38688e-08 3.38688e-08 3.38689e-08 3.38688e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 3.38689e-08 1.90483e-08 1.5208e-08 1.23622e-08 1.00769e-08 8.15231e-09 6.44044e-09 
6.67164e-09 8.41442e-09 1.02222e-08 1.23622e-08 1.48601e-08 1.79183e-08 2.19717e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02322e-08 4.02322e-08 4.02321e-08 4.0232e-08 4.0232e-08 4.0232e-08 4.02317e-08 4.02317e-08 4.02319e-08 4.02322e-08 4.02322e-08 4.02321e-08 4.02321e-08 4.0232e-08 4.02319e-08 4.02316e-08 4.02319e-08 4.02323e-08 4.02329e-08 4.02332e-08 4.02327e-08 4.02326e-08 4.02329e-08 4.02328e-08 4.02324e-08 4.02325e-08 4.0233e-08 4.02329e-08 4.02323e-08 4.02321e-08 4.0232e-08 4.0232e-08 4.02319e-08 4.0232e-08 4.0232e-08 4.0232e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 4.02321e-08 2.19717e-08 1.79183e-08 1.48601e-08 1.23622e-08 1.02222e-08 8.28284e-09 
8.81573e-09 1.08138e-08 1.28455e-08 1.5208e-08 1.79183e-08 2.11795e-08 3.08076e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71941e-08 4.71941e-08 4.71944e-08 4.71946e-08 4.71947e-08 4.7195e-08 4.71959e-08 4.71959e-08 4.71948e-08 4.71936e-08 4.71933e-08 4.71938e-08 4.71938e-08 4.71941e-08 4.71949e-08 4.7196e-08 4.71948e-08 4.71927e-08 4.71903e-08 4.71892e-08 4.71911e-08 4.71917e-08 4.71904e-08 4.71904e-08 4.71924e-08 4.71921e-08 4.71897e-08 4.71905e-08 4.71927e-08 4.71937e-08 4.7194e-08 4.71941e-08 4.71945e-08 4.71944e-08 4.71941e-08 4.71941e-08 4.71941e-08 4.71942e-08 4.71942e-08 4.71942e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 4.71943e-08 3.08076e-08 2.11795e-08 1.79183e-08 1.5208e-08 1.28455e-08 1.06644e-08 
1.18875e-08 1.41745e-08 1.64513e-08 1.90483e-08 2.19717e-08 3.08076e-08 4.01974e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51514e-08 5.51514e-08 5.51514e-08 5.51515e-08 5.51512e-08 5.5151e-08 5.51519e-08 5.51521e-08 5.51506e-08 5.51496e-08 5.5149e-08 5.51478e-08 5.51437e-08 5.51432e-08 5.5148e-08 5.51537e-08 5.51551e-08 5.51526e-08 5.51526e-08 5.51513e-08 5.51475e-08 5.5143e-08 5.51483e-08 5.51577e-08 5.51682e-08 5.51731e-08 5.51646e-08 5.51621e-08 5.51681e-08 5.51678e-08 5.51588e-08 5.51602e-08 5.51709e-08 5.51672e-08 5.51578e-08 5.51531e-08 5.51515e-08 5.51511e-08 5.51492e-08 5.51502e-08 5.51514e-08 5.51514e-08 5.51514e-08 5.51513e-08 5.51514e-08 5.51515e-08 5.51514e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 5.51515e-08 4.01974e-08 3.08076e-08 2.19717e-08 1.90483e-08 1.64513e-08 1.40053e-08 
1.71789e-08 2.25713e-08 2.79243e-08 3.38689e-08 4.02321e-08 4.71943e-08 5.51515e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.9207e-08 6.9207e-08 6.92071e-08 6.92067e-08 6.92064e-08 6.92075e-08 6.92084e-08 6.92044e-08 6.92033e-08 6.92101e-08 6.9215e-08 6.92181e-08 6.92241e-08 6.9244e-08 6.92467e-08 6.92226e-08 6.91952e-08 6.91877e-08 6.91995e-08 6.91996e-08 6.92065e-08 6.92256e-08 6.92471e-08 6.92212e-08 6.91741e-08 6.91225e-08 6.90978e-08 6.91388e-08 6.91524e-08 6.91231e-08 6.9125e-08 6.91684e-08 6.91606e-08 6.91093e-08 6.91275e-08 6.91736e-08 6.91975e-08 6.92051e-08 6.92075e-08 6.92166e-08 6.92119e-08 6.92062e-08 6.92061e-08 6.92061e-08 6.92072e-08 6.92069e-08 6.92069e-08 6.92071e-08 6.9207e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 5.51515e-08 4.71943e-08 4.02321e-08 3.38689e-08 2.79243e-08 2.21711e-08 
1.71789e-08 2.25713e-08 2.79243e-08 3.38689e-08 4.02321e-08 4.71943e-08 5.51515e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.9207e-08 6.9207e-08 6.9207e-08 6.92068e-08 6.92065e-08 6.92075e-08 6.92085e-08 6.92043e-08 6.92009e-08 6.92157e-08 6.92195e-08 6.91942e-08 6.91757e-08 6.91642e-08 6.91419e-08 6.90672e-08 6.90573e-08 6.91476e-08 6.92497e-08 6.92777e-08 6.92337e-08 6.92332e-08 6.92076e-08 6.91362e-08 6.90557e-08 6.91529e-08 6.93283e-08 6.95198e-08 6.96112e-08 6.94595e-08 6.94091e-08 6.95179e-08 6.95109e-08 6.93495e-08 6.93788e-08 6.95691e-08 6.95018e-08 6.93305e-08 6.92415e-08 6.92135e-08 6.92043e-08 6.91706e-08 6.91882e-08 6.92093e-08 6.92096e-08 6.92099e-08 6.92058e-08 6.9207e-08 6.92073e-08 6.92069e-08 6.9207e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 5.51515e-08 4.71943e-08 4.02321e-08 3.38689e-08 2.79243e-08 2.21711e-08 
1.71789e-08 2.25713e-08 2.79243e-08 3.38689e-08 4.02321e-08 4.71943e-08 5.51515e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.9207e-08 6.9207e-08 6.9207e-08 6.92067e-08 6.92074e-08 6.92083e-08 6.92044e-08 6.92005e-08 6.92161e-08 6.92287e-08 6.91735e-08 6.91588e-08 6.92534e-08 6.93224e-08 6.93651e-08 6.94477e-08 6.97244e-08 6.97609e-08 6.94269e-08 6.90452e-08 6.89405e-08 6.9106e-08 6.91072e-08 6.9203e-08 6.9469e-08 6.97672e-08 6.94065e-08 6.875e-08 6.80217e-08 6.76707e-08 6.82513e-08 6.84431e-08 6.80297e-08 6.8057e-08 6.8669e-08 6.85588e-08 6.78333e-08 6.80916e-08 6.87423e-08 6.90772e-08 6.9182e-08 6.92159e-08 6.93421e-08 6.92767e-08 6.91977e-08 6.91965e-08 6.91955e-08 6.92109e-08 6.92064e-08 6.92057e-08 6.92073e-08 6.92069e-08 6.92069e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 6.92071e-08 5.51515e-08 4.71943e-08 4.02321e-08 3.38689e-08 2.79243e-08 2.21711e-08 
