0	0	(408.73940778026105,0.0)
0	1	(0.39728128805144713,0.13216759689378657)
0	2	(1.664618638916572,0.44017702075884135)
0	3	(-0.4777260179491627,2.4038719603785097)
0	4	(4.502426293360232,2.9891295099464537)
0	5	(-8.039545512897012,16.651575681079557)
1	0	(0.39728128805144713,-0.13216759689378657)
1	1	(3.9249848024758363,5.621923534248515e-19)
1	2	(2.196534181993978,1.3125043706975847)
1	3	(15.985694281981017,4.173179435212363)
1	4	(-4.0325820602003235,27.446185354754654)
1	5	(64.99271376098288,43.283670744444116)
2	0	(1.664618638916572,-0.44017702075884135)
2	1	(2.196534181993978,-1.3125043706975845)
2	2	(29.259398195631388,1.0658171692989272e-17)
2	3	(17.938845469861345,14.788108409582213)
2	4	(196.66667815332517,50.87910971045691)
2	5	(-41.65824141932298,375.0053510240894)
3	0	(-0.4777260179491627,-2.4038719603785097)
3	1	(15.985694281981017,-4.1731794352123615)
3	2	(17.938845469861345,-14.788108409582213)
3	3	(316.17933949841165,5.209652502153114e-18)
3	4	(193.18268718416175,196.46125668190948)
3	5	(2912.268349813136,750.444789247648)
4	0	(4.502426293360232,-2.9891295099464537)
4	1	(-4.032582060200322,-27.446185354754654)
4	2	(196.66667815332517,-50.87910971045691)
4	3	(193.18268718416175,-196.46125668190953)
4	4	(5930.485036171151,-3.2157572784412315e-15)
4	5	(2197.5579610102714,3422.063872828522)
5	0	(-8.039545512897012,-16.651575681079557)
5	1	(64.99271376098288,-43.28367074444411)
5	2	(-41.65824141932299,-375.0053510240894)
5	3	(2912.268349813136,-750.444789247648)
5	4	(2197.5579610102695,-3422.0638728285253)
5	5	(732032.5280079212,2.875817766812804e-14)
