0	0	(35.996636424543944,0.0)
0	1	(-0.2998310395434752,-0.21172809047935917)
0	2	(2.9758067093630136,-0.6926772861437396)
0	3	(2.0362849023597724,-2.1115219402399603)
0	4	(14.579483287309854,-12.480948262789473)
0	5	(22.51212663045647,-31.052495196900825)
1	0	(-0.2998310395434752,0.21172809047935917)
1	1	(6.067998339642396,-5.731616935888286e-18)
1	2	(-0.007385192338726886,-1.5450602653942318)
1	3	(42.47337480995126,-13.054248895422464)
1	4	(47.56979396318514,-35.922157990794354)
1	5	(294.44292211130943,-284.5536909764264)
2	0	(2.9758067093630136,0.6926772861437396)
2	1	(-0.007385192338726499,1.5450602653942318)
2	2	(71.3165055017812,7.69159787177336e-18)
2	3	(35.75193499301725,-18.36712793622422)
2	4	(813.9046889717968,-286.7202027086966)
2	5	(1295.3805766194882,-788.5365130751026)
3	0	(2.0362849023597724,2.1115219402399603)
3	1	(42.47337480995127,13.054248895422464)
3	2	(35.75193499301726,18.367127936224218)
3	3	(1273.7531692769721,4.841543096798395e-16)
3	4	(1290.3722377789286,-309.26350493105673)
3	5	(19484.719692348262,-7315.281338043619)
4	0	(14.579483287309854,12.480948262789473)
4	1	(47.569793963185155,35.922157990794354)
4	2	(813.9046889717968,286.7202027086966)
4	3	(1290.3722377789286,309.26350493105696)
4	4	(46634.335378095086,1.2358367834298944e-15)
4	5	(39727.82411572066,-2653.734910765581)
5	0	(22.51212663045647,31.052495196900825)
5	1	(294.44292211130943,284.5536909764265)
5	2	(1295.3805766194882,788.5365130751028)
5	3	(19484.719692348262,7315.28133804362)
5	4	(39727.82411572066,2653.7349107655646)
5	5	(8275520.783825673,5.659229424090064e-13)
