2.19649 2.09799 2.02359 1.95531 1.88052 1.82346 1.7606 1.70317 1.65057 1.60227 1.55077 1.5039 1.46115 1.41154 1.36259 1.30335 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.23413 1.30335 1.36259 1.41154 1.46115 1.5039 1.55077 1.60228 1.65058 1.70318 1.76061 1.82348 1.88053 1.95533 2.02361 2.11369 
2.098 2.00947 1.94234 1.88053 1.81258 1.7606 1.70317 1.65057 1.60227 1.55783 1.51033 1.46702 1.42745 1.38144 1.33597 1.28085 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.28085 1.33597 1.38144 1.42745 1.46702 1.51033 1.55783 1.60228 1.65058 1.70318 1.76061 1.81259 1.88053 1.94234 2.0236 
2.0236 1.94234 1.88052 1.82347 1.7606 1.7124 1.65903 1.61004 1.56498 1.52345 1.479 1.4384 1.40126 1.35801 1.31522 1.26327 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.17448 1.26327 1.31522 1.35801 1.40126 1.4384 1.479 1.52346 1.56499 1.61005 1.65903 1.7124 1.76061 1.82347 1.88052 1.95532 
1.95532 1.88053 1.82347 1.77069 1.7124 1.66761 1.61792 1.57224 1.53015 1.49129 1.44963 1.41154 1.37664 1.33597 1.29567 1.2467 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.152 1.2467 1.29567 1.33597 1.37664 1.41154 1.44963 1.49129 1.53015 1.57224 1.61793 1.66761 1.7124 1.77069 1.82347 1.89248 
1.88053 1.81259 1.76061 1.7124 1.65903 1.61793 1.57224 1.53015 1.49129 1.45535 1.41678 1.38144 1.34904 1.31121 1.27369 1.22805 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.12825 1.22805 1.27369 1.31121 1.34904 1.38144 1.41678 1.45536 1.49129 1.53015 1.57224 1.61793 1.65903 1.7124 1.7606 1.82347 
1.82347 1.76061 1.7124 1.66761 1.61793 1.5796 1.53693 1.49755 1.46115 1.42745 1.39123 1.35801 1.32752 1.2919 1.25653 1.21348 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.11085 1.21348 1.25653 1.2919 1.32752 1.35801 1.39123 1.42745 1.46115 1.49755 1.53693 1.5796 1.61793 1.66761 1.7124 1.77068 
1.76061 1.70318 1.65903 1.61793 1.57224 1.53693 1.49755 1.46115 1.42745 1.39621 1.36259 1.33172 1.30335 1.27018 1.23722 1.18344 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.09251 1.18344 1.23722 1.27018 1.30335 1.33172 1.36259 1.39621 1.42745 1.46115 1.49755 1.53693 1.57224 1.61793 1.65903 1.7124 
1.70318 1.65058 1.61005 1.57224 1.53015 1.49755 1.46115 1.42745 1.39621 1.36721 1.33597 1.30726 1.28085 1.24994 1.21921 1.13934 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.13934 1.21921 1.24994 1.28085 1.30726 1.33597 1.36722 1.39621 1.42745 1.46115 1.49755 1.53015 1.57224 1.61005 1.65903 
1.65058 1.60228 1.56499 1.53015 1.49129 1.46115 1.42745 1.39621 1.36722 1.34027 1.31121 1.28449 1.25988 1.23107 1.20241 1.10776 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.06298 1.10776 1.20241 1.23107 1.25988 1.28449 1.31122 1.34027 1.36722 1.39621 1.42745 1.46115 1.49129 1.53015 1.56499 1.61004 
1.60228 1.55783 1.52346 1.49129 1.45536 1.42745 1.39621 1.36722 1.34027 1.31522 1.28817 1.26328 1.24034 1.21348 1.14386 1.08404 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.08404 1.14386 1.21348 1.24034 1.26328 1.28817 1.31522 1.34027 1.36722 1.39621 1.42745 1.45535 1.49129 1.52345 1.56499 
