1.75344e-09 2.13897e-09 2.51471e-09 2.98881e-09 3.57973e-09 4.15633e-09 4.8624e-09 5.71715e-09 6.64386e-09 7.84695e-09 9.48129e-09 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 1.29968e-08 9.48129e-09 7.84695e-09 6.64386e-09 5.71713e-09 4.86237e-09 4.15628e-09 3.57969e-09 2.98878e-09 2.51469e-09 2.08822e-09 
2.13897e-09 2.57135e-09 2.9888e-09 3.51105e-09 4.15631e-09 4.78097e-09 5.54037e-09 6.45289e-09 7.4352e-09 8.70132e-09 1.04075e-08 1.42989e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.50979e-08 1.42989e-08 1.04075e-08 8.70132e-09 7.4352e-09 6.45287e-09 5.54035e-09 4.78093e-09 4.15628e-09 3.51103e-09 2.98879e-09 2.5147e-09 
2.5147e-09 2.9888e-09 3.44311e-09 4.00764e-09 4.70027e-09 5.36648e-09 6.17167e-09 7.13337e-09 8.16258e-09 9.48129e-09 1.12466e-08 1.55429e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.70056e-08 1.55429e-08 1.12466e-08 9.48128e-09 8.16258e-09 7.13335e-09 6.17166e-09 5.36646e-09 4.70024e-09 4.00764e-09 3.44312e-09 2.92691e-09 
2.98879e-09 3.51104e-09 4.00764e-09 4.62031e-09 5.36648e-09 6.07934e-09 6.93551e-09 7.95151e-09 9.03198e-09 1.04075e-08 1.22356e-08 1.78761e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.92418e-08 1.78761e-08 1.22356e-08 1.04075e-08 9.03199e-09 7.95149e-09 6.9355e-09 6.07932e-09 5.36647e-09 4.62031e-09 4.00765e-09 3.44313e-09 
3.5797e-09 4.15629e-09 4.70024e-09 5.36646e-09 6.17166e-09 6.9355e-09 7.84694e-09 8.92115e-09 1.0056e-08 1.14909e-08 1.33833e-08 2.05166e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.17986e-08 2.05166e-08 1.33833e-08 1.14909e-08 1.0056e-08 8.92114e-09 7.84693e-09 6.9355e-09 6.17166e-09 5.36647e-09 4.70026e-09 4.0816e-09 
4.1563e-09 4.78094e-09 5.36646e-09 6.07932e-09 6.9355e-09 7.74302e-09 8.70131e-09 9.82439e-09 1.10042e-08 1.24876e-08 1.44312e-08 2.28566e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.40809e-08 2.28566e-08 1.44312e-08 1.24876e-08 1.10042e-08 9.82438e-09 8.70131e-09 7.74301e-09 6.9355e-09 6.07933e-09 5.36648e-09 4.70026e-09 
4.86238e-09 5.54035e-09 6.17166e-09 6.9355e-09 7.84693e-09 8.70131e-09 9.70944e-09 1.08838e-08 1.21103e-08 1.36429e-08 1.69289e-08 2.54568e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.66302e-08 2.54568e-08 1.69289e-08 1.36429e-08 1.21103e-08 1.08838e-08 9.70943e-09 8.70131e-09 7.84694e-09 6.93551e-09 6.17167e-09 5.45306e-09 
5.71713e-09 6.45288e-09 7.13335e-09 7.9515e-09 8.92115e-09 9.82438e-09 1.08838e-08 1.21103e-08 1.33833e-08 1.49639e-08 2.04603e-08 2.82773e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.94079e-08 2.82773e-08 2.04603e-08 1.49639e-08 1.33833e-08 1.21103e-08 1.08838e-08 9.82438e-09 8.92115e-09 7.95151e-09 7.13337e-09 6.35845e-09 
6.64386e-09 7.4352e-09 8.16258e-09 9.03198e-09 1.0056e-08 1.10042e-08 1.21103e-08 1.33833e-08 1.46968e-08 1.89431e-08 2.36364e-08 3.09989e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20977e-08 3.20977e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.20978e-08 3.09989e-08 2.36364e-08 1.89431e-08 1.46968e-08 1.33833e-08 1.21103e-08 1.10042e-08 1.0056e-08 9.03198e-09 8.16257e-09 7.33392e-09 
7.84694e-09 8.70132e-09 9.48128e-09 1.04075e-08 1.14909e-08 1.24876e-08 1.36429e-08 1.49639e-08 1.89431e-08 2.28954e-08 2.70979e-08 3.4106e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51778e-08 3.51778e-08 3.51778e-08 3.51779e-08 3.51779e-08 3.51778e-08 3.51777e-08 3.51777e-08 3.51777e-08 3.51777e-08 3.51777e-08 3.51776e-08 3.51775e-08 3.51775e-08 3.51776e-08 3.51777e-08 3.51777e-08 3.51776e-08 3.51776e-08 3.51777e-08 3.51778e-08 3.51779e-08 3.51778e-08 3.51778e-08 3.51778e-08 3.51778e-08 3.51778e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.51779e-08 3.4106e-08 2.70979e-08 2.28954e-08 1.89431e-08 1.49639e-08 1.36429e-08 1.24876e-08 1.14909e-08 1.04075e-08 9.48128e-09 8.59232e-09 
