0	0	(13.21902931089757,0.0)
0	1	(0.07291202764793484,-0.61984397199756)
0	2	(-0.17566529805600067,-0.06417091187316992)
0	3	(-0.37656539120549243,-0.34184934693729435)
0	4	(-0.3147436111872119,1.350598750509934)
0	5	(1.779293162206801,-1.7694166008249308)
1	0	(0.07291202764793484,0.61984397199756)
1	1	(3.702159972382402,1.2275178862008555e-18)
1	2	(0.021272326478489558,-4.306485213756763)
1	3	(-0.6871650810247779,-0.08443941091324814)
1	4	(-6.035024671082369,-7.832489252017569)
1	5	(-88.61557838943021,26.002745311982142)
2	0	(-0.17566529805600067,0.06417091187316992)
2	1	(0.021272326478489624,4.306485213756763)
2	2	(27.862373132210195,1.3078042766859088e-17)
2	3	(-6.1792961325458124,-44.14556769213342)
2	4	(8.207813795930257,9.60200616115968)
2	5	(-107.30093806977085,-180.83524671905164)
3	0	(-0.37656539120549243,0.34184934693729435)
3	1	(-0.6871650810247765,0.08443941091324814)
3	2	(-6.179296132545812,44.14556769213342)
3	3	(452.01094217782355,-4.3819801301116105e-17)
3	4	(-216.8270690489637,-562.9741455402547)
3	5	(462.8099905022275,390.4359216698771)
4	0	(-0.3147436111872119,-1.350598750509934)
4	1	(-6.035024671082371,7.832489252017566)
4	2	(8.207813795930257,-9.602006161159675)
4	3	(-216.8270690489637,562.9741455402544)
4	4	(57464.15967303013,2.6067941067735376e-15)
4	5	(-18443.26313227614,3494.3431657988526)
5	0	(1.779293162206801,1.7694166008249308)
5	1	(-88.61557838943021,-26.002745311982146)
5	2	(-107.3009380697709,180.83524671905164)
5	3	(462.80999050222607,-390.4359216698771)
5	4	(-18443.263132276137,-3494.3431657988976)
5	5	(20606999.704382736,2.100772255898185e-14)
