0	0	(26.15347702203496,0.0)
0	1	(-0.6292919892037944,0.15625634635028318)
0	2	(0.9270488286222118,-0.4332269703110835)
0	3	(-1.0477588809386982,0.9122551186892789)
0	4	(1.4396507120723985,-2.220029990403255)
0	5	(-1.462917766585476,4.670242575858833)
1	0	(-0.6292919892037944,-0.15625634635028318)
1	1	(2.0506928816934424,1.2904143715135127e-18)
1	2	(-2.643000765552516,0.6444662952362209)
1	3	(5.118563473651973,-2.486847022535478)
1	4	(-7.659339121630705,6.8280829701340515)
1	5	(-28.537963522658167,-19.610572573554794)
2	0	(0.9270488286222118,0.4332269703110835)
2	1	(-2.643000765552516,-0.6444662952362209)
2	2	(9.191213575397844,-4.1809232096308625e-18)
2	3	(-16.87047347711,4.145372437009357)
2	4	(38.936525963292524,-19.57743972468243)
2	5	(-67.19218459851638,69.11923791534548)
3	0	(-1.0477588809386982,-0.9122551186892789)
3	1	(5.118563473651973,2.486847022535478)
3	2	(-16.87047347711,-4.145372437009357)
3	3	(135.20378875763026,2.1921845150182272e-16)
3	4	(-158.5661011889533,50.386115913716026)
3	5	(377.7476024589811,-199.83941680706982)
4	0	(1.4396507120723985,2.220029990403255)
4	1	(-7.659339121630705,-6.8280829701340515)
4	2	(38.936525963292524,19.57743972468244)
4	3	(-158.5661011889533,-50.386115913716026)
4	4	(27321.62293904044,4.715976629656129e-16)
4	5	(-8222.172998423424,7075.385667341747)
5	0	(-1.462917766585476,-4.670242575858833)
5	1	(-28.537963522658167,19.610572573554794)
5	2	(-67.19218459851638,-69.11923791534548)
5	3	(377.7476024589804,199.83941680706937)
5	4	(-8222.172998423424,-7075.385667341747)
5	5	(10379858.52325894,3.559344480374229e-15)
