1.71206e-09 2.29227e-09 3.04575e-09 3.8503e-09 4.85397e-09 6.08915e-09 7.70118e-09 9.88631e-09 1.43659e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.45165e-08 1.43659e-08 9.88631e-09 7.70118e-09 6.08912e-09 4.85391e-09 3.85026e-09 3.04572e-09 2.29225e-09 
2.29226e-09 2.97804e-09 3.85029e-09 4.76529e-09 5.88921e-09 7.25218e-09 9.00533e-09 1.13464e-08 1.6053e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.79619e-08 1.6053e-08 1.13464e-08 9.00533e-09 7.25214e-09 5.88917e-09 4.76526e-09 3.85028e-09 2.97803e-09 
3.04574e-09 3.85029e-09 4.85395e-09 5.8892e-09 7.14207e-09 8.63975e-09 1.05388e-08 1.3037e-08 1.79619e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 2.19437e-08 1.79619e-08 1.3037e-08 1.05388e-08 8.63972e-09 7.14204e-09 5.88918e-09 4.85396e-09 3.8503e-09 
3.85027e-09 4.76527e-09 5.88918e-09 7.03282e-09 8.40011e-09 1.00153e-08 1.20389e-08 1.46677e-08 2.19244e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.57113e-08 2.19244e-08 1.46677e-08 1.20389e-08 1.00153e-08 8.4001e-09 7.03281e-09 5.88919e-09 4.76529e-09 
4.85393e-09 5.88918e-09 7.14205e-09 8.4001e-09 9.8863e-09 1.16213e-08 1.37692e-08 1.65239e-08 2.637e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.98554e-08 2.637e-08 1.6524e-08 1.37692e-08 1.16213e-08 9.88628e-09 8.4001e-09 7.14206e-09 5.8892e-09 
6.08913e-09 7.25215e-09 8.63973e-09 1.00153e-08 1.16213e-08 1.34745e-08 1.57414e-08 1.96465e-08 3.10154e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.42833e-08 3.10154e-08 1.96465e-08 1.57414e-08 1.34745e-08 1.16213e-08 1.00153e-08 8.63974e-09 7.25217e-09 
7.70118e-09 9.00533e-09 1.05388e-08 1.20389e-08 1.37692e-08 1.57414e-08 1.81238e-08 2.61528e-08 3.6089e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.91948e-08 3.6089e-08 2.61528e-08 1.81238e-08 1.57414e-08 1.37692e-08 1.20389e-08 1.05388e-08 9.00532e-09 
9.88631e-09 1.13464e-08 1.3037e-08 1.46677e-08 1.6524e-08 1.96465e-08 2.61528e-08 3.25659e-08 4.16895e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.4681e-08 4.16895e-08 3.25659e-08 2.61528e-08 1.96465e-08 1.65239e-08 1.46677e-08 1.3037e-08 1.13464e-08 
1.43659e-08 1.6053e-08 1.79619e-08 2.19244e-08 2.637e-08 3.10154e-08 3.6089e-08 4.16895e-08 5.02548e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.31654e-08 5.02548e-08 4.16895e-08 3.6089e-08 3.10154e-08 2.637e-08 2.19244e-08 1.79619e-08 1.60529e-08 
1.45165e-08 1.79619e-08 2.19437e-08 2.57113e-08 2.98554e-08 3.42833e-08 3.91948e-08 4.4681e-08 5.31654e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.60682e-08 5.31654e-08 4.4681e-08 3.91948e-08 3.42833e-08 2.98554e-08 2.57112e-08 2.19437e-08 1.79619e-08 
