2.23182 2.11367 2.0236 1.94233 1.85715 1.78092 1.72175 1.65057 1.59461 1.53693 1.479 1.42208 1.36259 1.28817 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.24034 1.28817 1.36259 1.42208 1.479 1.53693 1.59461 1.65058 1.72176 1.78093 1.85717 1.94235 2.0236 2.12966 
2.11368 2.00948 1.92957 1.85716 1.78092 1.71239 1.65903 1.59461 1.5438 1.49129 1.4384 1.38631 1.33172 1.26327 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.26327 1.33172 1.38631 1.4384 1.49129 1.54381 1.59461 1.65903 1.71241 1.78093 1.85716 1.92957 2.0236 
2.0236 1.92957 1.85716 1.79131 1.72175 1.65903 1.61004 1.55077 1.5039 1.45535 1.40637 1.35801 1.30726 1.2435 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.16977 1.2435 1.30726 1.35801 1.40637 1.45535 1.5039 1.55077 1.61005 1.65903 1.72176 1.79132 1.85716 1.94234 
1.94234 1.85716 1.79132 1.73125 1.66761 1.61004 1.56499 1.51033 1.46702 1.42208 1.37664 1.33172 1.28449 1.22507 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.14371 1.22507 1.28449 1.33172 1.37664 1.42208 1.46703 1.51033 1.56499 1.61005 1.66761 1.73125 1.79131 1.86874 
1.85716 1.78092 1.72176 1.66761 1.61005 1.55783 1.51685 1.46702 1.42745 1.38631 1.34463 1.30335 1.25988 1.20513 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.11756 1.20513 1.25988 1.30335 1.34463 1.38631 1.42745 1.46703 1.51685 1.55783 1.61005 1.66761 1.72175 1.79131 
1.78093 1.7124 1.65903 1.61005 1.55783 1.51033 1.47297 1.42745 1.39123 1.3535 1.31522 1.27725 1.23722 1.15601 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.09539 1.15601 1.23722 1.27725 1.31522 1.3535 1.39123 1.42745 1.47297 1.51033 1.55783 1.61004 1.65903 1.72175 
1.72176 1.65903 1.61005 1.56499 1.51685 1.47297 1.4384 1.39621 1.36259 1.32752 1.2919 1.25653 1.21921 1.12219 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.07914 1.12219 1.21921 1.25653 1.2919 1.32752 1.36259 1.39621 1.4384 1.47297 1.51685 1.56499 1.61004 1.66761 
1.65058 1.59461 1.55077 1.51033 1.46702 1.42745 1.39621 1.35801 1.32752 1.29567 1.26328 1.23107 1.17966 1.08914 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.06089 1.08914 1.17966 1.23107 1.26328 1.29567 1.32752 1.35802 1.39621 1.42745 1.46702 1.51033 1.55077 1.60227 
1.59461 1.5438 1.5039 1.46703 1.42745 1.39123 1.36259 1.32752 1.29949 1.27018 1.24034 1.21066 1.12397 1.06771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.06771 1.12397 1.21066 1.24034 1.27018 1.29949 1.32752 1.36259 1.39123 1.42745 1.46702 1.5039 1.55077 
1.53693 1.49129 1.45535 1.42208 1.38631 1.3535 1.32752 1.29567 1.27018 1.24351 1.21633 1.14809 1.08514 1.04914 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.03538 1.04914 1.08514 1.14809 1.21632 1.24351 1.27018 1.29567 1.32752 1.3535 1.38631 1.42208 1.45535 1.49755 
