#No recentering correction has been made! Must use full expression for cumulants!
#i	j	<z^i zbar^j>_eps	<z^i zbar^j>_U	<z^i zbar^j>_Ubar	<z^i zbar^j>_C	<z^i zbar^j>_T	<z^i zbar^j>_s
0	0	(3750.88,0)	(-1.58444e-09,-1.24809e-09)	(-1.58444e-09,1.24809e-09)	(-5.42918e-10,-4.58945e-10)	(-2.03642e-06,1.72145e-06)	(-0.5,0)	(2931.35,0)
0	1	(-0.154682,0.12547)	(-1.82388,7.0058e-09)	(2.05072e-10,-2.40868e-08)	(3.26779e-10,-4.71814e-09)	(9.899e-06,1.63457e-05)	(0.0773412,-0.0627351)	(-0.118968,0.102392)
0	2	(1.64267,0.80994)	(0.564244,-0.457685)	(1.70525e-08,4.79297e-08)	(-1.66327,3.55913e-08)	(0.000315708,6.39241e-05)	(-0.821335,-0.40497)	(1.4745,0.414434)
0	3	(-8.17391,4.30441)	(-8.9881,-4.4317)	(4.32214e-08,7.43266e-08)	(0.771836,-0.626072)	(0.000596092,0.000409005)	(4.08695,-2.15221)	(-6.591,2.2844)
0	4	(28.7527,75.219)	(59.6329,-31.403)	(3.36471e-07,2.79287e-06)	(-16.3932,-8.0829)	(0.00420475,0.00118714)	(-14.3764,-37.6095)	(29.1369,64.1211)
0	5	(5.21436,142.427)	(-262.209,-685.953)	(3.36674e-05,-6.49516e-06)	(135.954,-71.5941)	(-0.0165603,0.049172)	(-2.60718,-71.2133)	(13.7898,89.4667)
1	0	(-0.154682,-0.12547)	(2.05072e-10,2.40868e-08)	(-1.82388,-7.0058e-09)	(2.63911e-09,-4.35784e-09)	(1.22571e-06,1.76972e-05)	(0.0773412,0.0627351)	(-0.118968,-0.102392)
1	1	(16.2966,0)	(0.282122,0.228842)	(0.282122,-0.228842)	(-7.16971e-09,9.43571e-09)	(-2.68927e-05,-3.53922e-05)	(-8.14832,0)	(14.9447,0)
1	2	(-1.73673,1.84021)	(-53.3791,1.79117e-07)	(-2.99603,-1.47723)	(0.257279,0.208691)	(0.000749781,0.000843292)	(0.868364,-0.920106)	(-1.92081,1.35816)
1	3	(59.3234,17.016)	(6.68727,-7.78522)	(14.9082,-7.85074)	(-70.2513,1.59087e-06)	(0.0560699,0.00273611)	(-29.6617,-8.50802)	(45.613,3.68245)
1	4	(-355.635,174.923)	(-372.997,-94.6565)	(-52.4418,-137.191)	(10.4851,-12.8109)	(0.0559231,0.03711)	(177.818,-87.4613)	(-265.487,73.2584)
1	5	(1646.05,4176.83)	(2747.25,-1334.03)	(-9.51076,-259.769)	(-804.933,-193.396)	(0.338752,0.269418)	(-823.025,-2088.41)	(1459.5,3231.6)
2	0	(1.64267,-0.80994)	(1.70525e-08,-4.79297e-08)	(0.564244,0.457685)	(8.41692e-08,-1.70424e-08)	(-6238.73,-0.000133499)	(-0.821335,0.40497)	(1.4745,-0.414434)
2	1	(-1.73673,-1.84021)	(-2.99603,1.47723)	(-53.3791,-1.79117e-07)	(1.99895e-07,-2.24825e-07)	(965.021,-782.774)	(0.868364,0.920106)	(-1.92081,-1.35816)
2	2	(467.587,0)	(4.45818,5.19014)	(4.45818,-5.19014)	(-2.7322,1.34715)	(-10248.2,-5053)	(-233.793,0)	(395.214,0)
2	3	(-16.5959,14.3934)	(-2045.95,9.15771e-06)	(-186.498,-47.3283)	(5.24256,6.40544)	(50994.8,-26854)	(8.29792,-7.1967)	(-55.595,3.51402)
2	4	(2388.24,194.382)	(44.5809,-11.5449)	(1098.9,-533.612)	(-3426.1,7.88808e-05)	(-179366,-469271)	(-1194.12,-97.1911)	(1610.15,-290.665)
2	5	(-18226.9,7578.25)	(-15906.9,-361.723)	(-5132.31,-12954.2)	(48.2518,40.8574)	(-32529.1,-888553)	(9113.45,-3789.12)	(-13233.4,2647.56)
3	0	(-8.17391,-4.30441)	(4.32214e-08,-7.43266e-08)	(-8.9881,4.4317)	(1.58921e-07,-1.09043e-07)	(2895.06,2348.32)	(4.08695,2.15221)	(-6.591,-2.2844)
