0	0	(6841.260682731931,0.0)
0	1	(-0.15468246863850155,0.12547004279227525)
0	2	(1.6426693047077645,0.8099392693399281)
0	3	(-8.173907177032502,4.30440821555597)
0	4	(28.752705324197127,75.21899354405627)
0	5	(5.214783214852904,142.4265893850734)
1	0	(-0.15468246863850155,-0.12547004279227525)
1	1	(12.970104737202826,4.927274516474755e-19)
1	2	(-0.7076217003849343,1.0054431359491651)
1	3	(42.93013525737764,8.933094638891465)
1	4	(-246.871878598848,117.64678388766264)
1	5	(1167.7714715321533,2925.7280083944192)
2	0	(1.6426693047077645,-0.8099392693399281)
2	1	(-0.707621700384935,-1.005443135949165)
2	2	(283.9386260962943,-9.95872572292721e-17)
2	3	(2.661923885854958,-9.84031576252306)
2	4	(1136.6998642080823,-97.12952936440105)
2	5	(-9110.07861069821,3188.317414712256)
3	0	(-8.173907177032502,-4.30440821555597)
3	1	(42.93013525737764,-8.933094638891465)
3	2	(2.661923885854957,9.840315762522973)
3	3	(8386.131418035462,6.752892183605023e-16)
3	4	(58.602095125820064,-1567.6378187306007)
3	5	(26650.85349781539,-20261.297808832987)
4	0	(28.752705324197127,-75.21899354405627)
4	1	(-246.87187859884804,-117.64678388766262)
4	2	(1136.6998642080816,97.12952936440111)
4	3	(58.60209512582076,1567.6378187306066)
4	4	(304050.8760698218,-1.2449884769652736e-13)
4	5	(-6550.842424381562,-118626.49137304128)
5	0	(5.214783214852904,-142.4265893850734)
5	1	(1167.771471532153,-2925.7280083944197)
5	2	(-9110.07861069821,-3188.3174147122572)
5	3	(26650.85349781538,20261.297808832987)
5	4	(-6550.842424381564,118626.4913730414)
5	5	(12898780.242947582,-3.447426773543038e-12)
