1.21452e-09 2.97555e-09 5.93742e-09 1.07218e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00312e-08 2.00312e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00312e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00312e-08 2.00312e-08 2.00312e-08 2.0031e-08 2.00311e-08 2.00313e-08 2.00311e-08 2.00313e-08 2.00316e-08 2.00315e-08 2.00316e-08 2.00316e-08 2.00316e-08 2.00317e-08 2.00317e-08 2.00317e-08 2.00318e-08 2.00315e-08 2.00313e-08 2.00313e-08 2.00312e-08 2.0031e-08 2.00312e-08 2.00312e-08 2.00312e-08 2.00312e-08 2.00312e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 2.00311e-08 1.07218e-08 5.93726e-09 2.97551e-09 
2.97553e-09 5.80538e-09 9.9915e-09 1.6144e-08 3.06863e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.5015e-08 3.5015e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.5015e-08 3.50149e-08 3.50147e-08 3.5015e-08 3.5015e-08 3.50155e-08 3.50153e-08 3.50143e-08 3.50149e-08 3.50144e-08 3.50129e-08 3.50128e-08 3.50125e-08 3.50122e-08 3.50122e-08 3.50118e-08 3.50116e-08 3.50121e-08 3.50118e-08 3.50129e-08 3.50142e-08 3.50138e-08 3.50147e-08 3.50155e-08 3.50152e-08 3.5015e-08 3.50148e-08 3.5015e-08 3.50149e-08 3.50149e-08 3.5015e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.50149e-08 3.06863e-08 1.6144e-08 9.99141e-09 5.80536e-09 
5.93728e-09 9.99143e-09 1.54603e-08 2.29246e-08 4.43712e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28154e-08 5.28153e-08 5.28152e-08 5.28154e-08 5.28153e-08 5.28155e-08 5.28155e-08 5.28152e-08 5.28155e-08 5.28165e-08 5.28149e-08 5.28151e-08 5.28122e-08 5.28134e-08 5.28184e-08 5.28151e-08 5.28181e-08 5.2825e-08 5.28252e-08 5.28267e-08 5.28278e-08 5.2828e-08 5.28297e-08 5.28309e-08 5.28284e-08 5.28301e-08 5.28249e-08 5.28184e-08 5.28204e-08 5.2816e-08 5.28125e-08 5.28139e-08 5.28148e-08 5.28161e-08 5.28151e-08 5.2815e-08 5.28151e-08 5.28152e-08 5.28152e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 5.28153e-08 4.43712e-08 2.29246e-08 1.54602e-08 9.99148e-09 
1.07218e-08 1.6144e-08 2.29246e-08 3.15987e-08 6.54226e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26391e-08 7.26389e-08 7.26391e-08 7.26392e-08 7.26388e-08 7.26384e-08 7.2638e-08 7.26381e-08 7.26392e-08 7.26373e-08 7.26326e-08 7.26405e-08 7.26407e-08 7.26528e-08 7.26473e-08 7.26224e-08 7.26387e-08 7.26238e-08 7.2591e-08 7.25893e-08 7.25818e-08 7.25763e-08 7.25748e-08 7.25666e-08 7.25612e-08 7.25733e-08 7.25659e-08 7.25909e-08 7.26222e-08 7.26125e-08 7.2634e-08 7.26513e-08 7.26454e-08 7.26405e-08 7.26342e-08 7.26388e-08 7.26398e-08 7.26389e-08 7.26387e-08 7.2639e-08 7.26389e-08 7.2639e-08 7.2639e-08 7.26389e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 7.26392e-08 6.54226e-08 3.15987e-08 2.29246e-08 1.6144e-08 
2.00311e-08 3.06863e-08 4.43712e-08 6.54226e-08 9.60699e-08 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02696e-07 1.02696e-07 1.02696e-07 1.02697e-07 1.02696e-07 1.02694e-07 1.02697e-07 1.02699e-07 1.02701e-07 1.027e-07 1.02694e-07 1.02705e-07 1.02729e-07 1.02688e-07 1.02684e-07 1.02624e-07 1.02651e-07 1.02787e-07 1.02696e-07 1.02779e-07 1.0295e-07 1.02963e-07 1.03002e-07 1.03031e-07 1.03041e-07 1.03084e-07 1.03112e-07 1.03048e-07 1.03085e-07 1.02953e-07 1.02785e-07 1.0284e-07 1.02723e-07 1.02632e-07 1.02659e-07 1.02687e-07 1.0272e-07 1.02697e-07 1.02691e-07 1.02696e-07 1.02697e-07 1.02695e-07 1.02696e-07 1.02696e-07 1.02696e-07 1.02697e-07 1.02696e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 1.02697e-07 9.60699e-08 6.54226e-08 4.43711e-08 3.06863e-08 
2.00311e-08 3.50149e-08 5.28153e-08 7.26392e-08 1.02697e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.093e-07 1.09298e-07 1.09295e-07 1.093e-07 1.09306e-07 1.09295e-07 1.09287e-07 1.09281e-07 1.09282e-07 1.09305e-07 1.09263e-07 1.09166e-07 1.09332e-07 1.09349e-07 1.09587e-07 1.09479e-07 1.08931e-07 1.09297e-07 1.08965e-07 1.08273e-07 1.08218e-07 1.0806e-07 1.07941e-07 1.07902e-07 1.07726e-07 1.0761e-07 1.07872e-07 1.07724e-07 1.0826e-07 1.08938e-07 1.08716e-07 1.0919e-07 1.09555e-07 1.09447e-07 1.09337e-07 1.09202e-07 1.09296e-07 1.0932e-07 1.09299e-07 1.09297e-07 1.09302e-07 1.09299e-07 1.093e-07 1.09299e-07 1.09298e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.02697e-07 7.26392e-08 5.28153e-08 3.50149e-08 
2.00311e-08 3.50149e-08 5.28153e-08 7.26392e-08 1.02697e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09298e-07 1.09298e-07 1.09298e-07 1.09294e-07 1.09299e-07 1.09311e-07 1.09294e-07 1.09271e-07 1.09313e-07 1.0934e-07 1.09364e-07 1.09361e-07 1.09275e-07 1.0943e-07 1.0979e-07 1.09175e-07 1.09109e-07 1.08207e-07 1.0862e-07 1.10653e-07 1.09288e-07 1.1052e-07 1.13045e-07 1.13235e-07 1.13798e-07 1.14219e-07 1.14354e-07 1.14971e-07 1.15375e-07 1.14459e-07 1.14984e-07 1.13073e-07 1.10607e-07 1.11425e-07 1.09704e-07 1.08331e-07 1.08742e-07 1.09157e-07 1.09657e-07 1.09307e-07 1.09218e-07 1.09297e-07 1.09304e-07 1.09287e-07 1.09298e-07 1.09294e-07 1.09295e-07 1.093e-07 1.09298e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.02697e-07 7.26392e-08 5.28153e-08 3.50149e-08 
2.00311e-08 3.50149e-08 5.28153e-08 7.26392e-08 1.02697e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09298e-07 1.09298e-07 1.093e-07 1.09299e-07 1.093e-07 1.09314e-07 1.09296e-07 1.09253e-07 1.09316e-07 1.09402e-07 1.09246e-07 1.09145e-07 1.09053e-07 1.09064e-07 1.09386e-07 1.08805e-07 1.07442e-07 1.09759e-07 1.1e-07 1.13185e-07 1.11785e-07 1.03971e-07 1.11213e-07 1.10446e-07 1.02724e-07 1.04929e-07 1.0853e-07 1.09228e-07 1.10556e-07 1.11034e-07 1.11212e-07 1.11119e-07 1.09567e-07 1.08966e-07 1.15056e-07 1.10368e-07 1.07764e-07 1.12763e-07 1.11341e-07 1.09826e-07 1.07946e-07 1.09266e-07 1.09599e-07 1.09303e-07 1.09279e-07 1.09341e-07 1.09301e-07 1.09314e-07 1.0931e-07 1.09295e-07 1.09299e-07 1.09298e-07 1.09299e-07 1.09298e-07 1.09298e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.02697e-07 7.26392e-08 5.28153e-08 3.50149e-08 
2.00311e-08 3.50149e-08 5.28153e-08 7.26392e-08 1.02697e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09298e-07 1.09299e-07 1.09302e-07 1.09294e-07 1.09297e-07 1.09294e-07 1.09241e-07 1.09308e-07 1.09468e-07 1.09232e-07 1.08911e-07 1.09493e-07 1.0987e-07 1.10203e-07 1.10169e-07 1.08965e-07 1.11114e-07 1.15926e-07 1.07566e-07 1.06595e-07 1.1518e-07 1.1073e-07 1.2701e-07 1.29692e-07 1.41764e-07 1.61629e-07 1.64016e-07 1.7122e-07 1.78137e-07 1.81992e-07 1.88898e-07 1.91541e-07 1.84384e-07 1.83924e-07 1.66517e-07 1.48647e-07 1.45092e-07 1.22504e-07 1.11945e-07 1.09215e-07 1.07306e-07 1.14162e-07 1.09421e-07 1.08169e-07 1.09282e-07 1.09372e-07 1.09141e-07 1.09288e-07 1.09242e-07 1.09256e-07 1.09313e-07 1.09296e-07 1.093e-07 1.09298e-07 1.09302e-07 1.093e-07 1.09297e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.02697e-07 7.26392e-08 5.28153e-08 3.50149e-08 
2.00311e-08 3.50149e-08 5.28153e-08 7.26392e-08 1.02697e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09298e-07 1.09299e-07 1.09302e-07 1.09296e-07 1.09286e-07 1.09314e-07 1.09305e-07 1.09316e-07 1.09513e-07 1.09263e-07 1.08664e-07 1.09545e-07 1.10728e-07 1.08568e-07 1.07129e-07 1.05772e-07 1.05969e-07 1.10468e-07 1.05611e-07 1.03654e-07 1.20085e-07 1.33487e-07 1.67567e-07 1.60516e-07 1.43722e-07 1.9102e-07 1.85776e-07 1.53668e-07 1.67934e-07 1.72037e-07 1.78734e-07 1.88396e-07 1.9198e-07 1.88107e-07 1.92507e-07 1.68245e-07 1.79365e-07 2.07213e-07 1.66956e-07 1.5451e-07 1.63567e-07 1.42989e-07 1.2369e-07 1.06258e-07 1.08832e-07 1.13393e-07 1.0936e-07 1.09023e-07 1.09884e-07 1.09338e-07 1.09511e-07 1.09458e-07 1.09244e-07 1.09307e-07 1.09291e-07 1.093e-07 1.09288e-07 1.09293e-07 1.09306e-07 1.09298e-07 1.09298e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.09299e-07 1.02697e-07 7.26392e-08 5.28153e-08 3.50149e-08 
