2.43044 2.19649 2.0236 1.88052 1.75067 1.63402 1.52345 1.41678 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.27369 1.41678 1.52345 1.63402 1.75068 1.88054 2.02361 2.19651 
2.1965 2.00948 1.86875 1.75067 1.64224 1.5438 1.44963 1.35801 1.23107 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.19972 1.23107 1.35801 1.44963 1.5438 1.64224 1.75068 1.86875 2.00948 
2.0236 1.86875 1.75067 1.65057 1.55783 1.47297 1.39123 1.31121 1.19531 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.1478 1.19531 1.31121 1.39123 1.47297 1.55783 1.65058 1.75067 1.86875 
1.88053 1.75068 1.65058 1.56499 1.4851 1.41154 1.34027 1.27018 1.13331 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.10761 1.13331 1.27018 1.34027 1.41154 1.4851 1.56499 1.65057 1.75067 
1.75068 1.64224 1.55783 1.4851 1.41678 1.3535 1.2919 1.23107 1.08811 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.07423 1.08811 1.23107 1.2919 1.3535 1.41678 1.4851 1.55783 1.64224 
1.63402 1.5438 1.47297 1.41154 1.3535 1.29949 1.2467 1.16796 1.05508 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.04771 1.05508 1.16796 1.2467 1.29949 1.3535 1.41154 1.47297 1.5438 
1.52345 1.44963 1.39123 1.34027 1.2919 1.2467 1.20241 1.07878 1.03027 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.02664 1.03027 1.07878 1.20241 1.2467 1.2919 1.34027 1.39123 1.44963 
1.41678 1.35801 1.31121 1.27018 1.23107 1.16796 1.07878 1.03694 1.01282 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01123 1.01282 1.03694 1.07878 1.16796 1.23107 1.27018 1.31122 1.35802 
1.27369 1.23107 1.19531 1.13331 1.08811 1.05508 1.03027 1.01282 1.00093 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00044 1.00093 1.01282 1.03027 1.05508 1.08811 1.13331 1.19531 1.23107 
1.27369 1.19972 1.1478 1.10761 1.07423 1.04771 1.02664 1.01123 1.00044 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00044 1.01123 1.02664 1.04771 1.07423 1.10761 1.1478 1.19972 
