0	0	(12276.442799694334,0.0)
0	1	(-0.3681031017464455,-0.05536969710030169)
0	2	(3.130305006029229,1.2789084617326778)
0	3	(7.986598775123718,3.604249995602078)
0	4	(-16.80772718328882,39.757325817153756)
0	5	(-130.8799782363924,244.57903120416057)
1	0	(-0.3681031017464455,0.05536969710030169)
1	1	(16.359610331985323,-1.800502962571127e-18)
1	2	(-10.462217263332667,-3.426744466663672)
1	3	(99.72771323945081,59.949096699327455)
1	4	(313.6420409621584,133.7443043912214)
1	5	(-787.0936388433721,1610.7043867595135)
2	0	(3.130305006029229,-1.2789084617326778)
2	1	(-10.462217263332665,3.426744466663672)
2	2	(425.59953935191453,1.7648461430628639e-16)
2	3	(-354.8498567412578,-178.18389854960634)
2	4	(3567.806157457145,2918.134486943103)
2	5	(13074.791999288082,5535.0229653553615)
3	0	(7.986598775123718,-3.604249995602078)
3	1	(99.72771323945081,-59.949096699327455)
3	2	(-354.8498567412578,178.18389854960634)
3	3	(14020.756111730389,-2.0918642853268926e-15)
3	4	(-13402.768073325922,-9069.703458500111)
3	5	(141143.20225521002,147900.1760464796)
4	0	(-16.80772718328882,-39.757325817153756)
4	1	(313.64204096215843,-133.74430439122142)
4	2	(3567.806157457146,-2918.134486943103)
4	3	(-13402.768073325926,9069.703458500113)
4	4	(538604.0451901304,2.635323470447152e-13)
4	5	(-546541.454481904,-463354.1125729711)
5	0	(-130.8799782363924,-244.57903120416057)
5	1	(-787.0936388433717,-1610.7043867595128)
5	2	(13074.79199928808,-5535.022965355375)
5	3	(141143.20225521002,-147900.1760464796)
5	4	(-546541.454481904,463354.1125729708)
5	5	(23186346.67405105,3.2539294028921693e-12)
