0	0	(1.783522871285801,0.0)
0	1	(-3.0612934807855514,0.17030412186601881)
0	2	(9.63966773229425,-1.2232731013230702)
0	3	(-30.99981565048652,6.647186961458711)
0	4	(99.68113562401389,-32.44927431927049)
0	5	(-332.2236268504039,149.7254522928639)
1	0	(-3.0612934807855514,-0.17030412186601881)
1	1	(12.062769047383295,-4.567501793628612e-18)
1	2	(-45.963788839866915,2.9264537288050163)
1	3	(172.86228263230532,-24.04420293432714)
1	4	(-645.1295969142292,147.82033587254566)
1	5	(1783.170281560295,-806.2849080581398)
2	0	(9.63966773229425,1.2232731013230702)
2	1	(-45.963788839866915,-2.926453728805016)
2	2	(211.75179627040777,8.607670488149051e-17)
2	3	(-910.7509691797006,63.74366871848285)
2	4	(3875.9516708344113,-576.3206609424192)
2	5	(-16125.658911287182,3961.198109948953)
3	0	(-30.99981565048652,-6.647186961458711)
3	1	(172.86228263230532,24.044202934327124)
3	2	(-910.7509691797006,-63.74366871848285)
3	3	(5668.1067275771275,3.823215524497105e-15)
3	4	(-22300.795281079667,1853.5102611681148)
3	5	(103495.12511990032,-16246.973483198613)
4	0	(99.68113562401389,32.44927431927049)
4	1	(-645.1295969142294,-147.82033587254566)
4	2	(3875.9516708344113,576.3206609424192)
4	3	(-22300.795281079667,-1853.5102611681148)
4	4	(512831.1646242669,1.3928673779754545e-14)
4	5	(-727499.2031121774,146986.58640976725)
5	0	(-332.2236268504039,-149.7254522928639)
5	1	(1783.170281560295,806.2849080581401)
5	2	(-16125.658911287182,-3961.198109948953)
5	3	(103495.12511990032,16246.973483198604)
5	4	(-727499.2031121777,-146986.58640976725)
5	5	(155781608.84727615,-2.048659583633952e-12)
