0	0	(96.86109239554423,0.0)
0	1	(-1.8820757546148876,-0.5632525041809594)
0	2	(3.978455713838289,2.317660819907108)
0	3	(-8.039155172872148,-7.978420887375935)
0	4	(14.146753058862162,24.809200298897828)
0	5	(-17.689254084072836,-71.08540884186837)
1	0	(-1.8820757546148876,0.5632525041809594)
1	1	(6.168499113697033,2.0963644455926877e-18)
1	2	(-16.57825904046528,-4.611800818348841)
1	3	(42.56687083051125,24.657299778743322)
1	4	(-99.56031241495275,-99.83235101741256)
1	5	(187.75002309501917,352.9956512362561)
2	0	(3.978455713838289,-2.317660819907108)
2	1	(-16.578259040465277,4.611800818348841)
2	2	(61.01431217539726,-5.0394382979068415e-17)
2	3	(-194.13904766004126,-52.83941780876913)
2	4	(567.5691181427093,329.53610617918747)
2	5	(-1483.0490034898453,-1500.9831480274127)
3	0	(-8.039155172872148,7.978420887375935)
3	1	(42.56687083051125,-24.65729977874332)
3	2	(-194.13904766004126,52.83941780876913)
3	3	(803.4284285969237,7.57581178990667e-16)
3	4	(-2794.3527163676977,-752.0252754553217)
3	5	(8999.78732967539,5250.035788564562)
4	0	(14.146753058862162,-24.809200298897828)
4	1	(-99.56031241495275,99.83235101741256)
4	2	(567.5691181427094,-329.5361061791875)
4	3	(-2794.3527163676977,752.0252754553215)
4	4	(19385.59065909439,1.7585260811226963e-14)
4	5	(-48949.703556642686,-10984.38801784178)
5	0	(-17.689254084072836,71.08540884186837)
5	1	(187.75002309501926,-352.99565123625604)
5	2	(-1483.0490034898453,1500.9831480274127)
5	3	(8999.787329675388,-5250.035788564562)
5	4	(-48949.703556642664,10984.38801784178)
5	5	(3020116.693855155,9.573260141971658e-14)
